MS/SAPS/Departamento de Saúde da Família ­ DESF 
Dados sujeitos à alteração 
---Descrição dos Filtros Utilizados---
Competência: ABR/2019.
Estado: SC.
Tipo de Produção: Atendimento Individual.
"Tipo de Atendimento: Cons. agen. prog/cuid. cont., Consulta agendada, Dem. esp. esc. inicial/orient., Dem. esp. consulta no dia, Dem. esp. atendimento urgência."
"Probl/ Condição Avaliada: Asma, Diabetes, DPOC, Hipertensão arterial, Obesidade, Tabagismo, Usuário de álcool, Saúde mental, D.Transmissíveis - Hanseníase, D.Transmissíveis - Tuberculose, Rast. câncer de mama, Rast. câncer do colo do útero."


Uf;Ibge;Municipio;Asma;Diabetes;DPOC;Hipertensão arterial;Obesidade;Tabagismo;Usuário de álcool;Saúde mental;D.Transmissíveis - Hanseníase;D.Transmissíveis - Tuberculose;Rast. câncer de mama;Rast. câncer do colo do útero;
SC;420800;ITÁ;24;11;5;113;12;1;2;87;0;2;56;49;
SC;421720;SÃO MIGUEL DO OESTE;24;113;26;282;143;22;12;781;8;1;72;69;
SC;421260;PERITIBA;14;18;6;48;15;3;5;112;0;0;3;38;
SC;420270;BOTUVERÁ;1;30;2;47;16;1;1;70;0;0;2;30;
SC;421820;TIMBÓ;25;114;21;294;65;22;7;619;0;4;89;167;
SC;420543;FORMOSA DO SUL;0;99;6;634;4;0;0;239;5;0;7;25;
SC;420945;LAJEADO GRANDE;1;4;3;6;0;0;0;80;0;1;0;7;
SC;420127;ARABUTÃ;3;15;1;14;23;0;0;19;0;0;26;20;
SC;421590;SÃO BONIFÁCIO;3;11;0;87;13;0;0;44;0;0;0;0;
SC;421950;XANXERÊ;29;255;24;520;151;40;19;2.005;0;0;118;228;
SC;420210;BARRA VELHA;17;102;17;242;19;14;3;282;0;31;143;197;
SC;421917;VARGEM BONITA;0;17;1;54;31;7;0;34;0;0;6;8;
SC;421090;MODELO;4;31;3;57;41;6;1;133;2;0;19;24;
SC;420125;APIÚNA;5;20;0;24;32;0;0;68;0;0;0;0;
SC;421505;RIO RUFINO;0;0;8;0;0;0;0;23;0;0;0;0;
SC;421540;SALTO VELOSO;7;13;3;13;1;0;0;40;0;0;0;5;
SC;421600;SÃO CARLOS;7;36;8;74;1;0;1;100;0;2;15;16;
SC;421185;OURO VERDE;1;19;12;47;3;1;5;49;0;0;31;141;
SC;421420;QUILOMBO;17;120;9;354;36;15;5;325;2;0;48;148;
SC;420580;GARUVA;2;33;3;67;8;2;0;37;0;12;4;66;
SC;420100;ANITA GARIBALDI;1;4;0;14;1;2;1;17;0;0;0;0;
SC;420310;CAIBI;19;36;2;170;31;6;13;224;0;0;3;3;
SC;421220;PAPANDUVA;11;67;10;210;12;82;1;195;1;0;0;3;
SC;421520;ROMELÂNDIA;1;23;1;49;17;7;10;45;0;0;1;3;
SC;420005;ABDON BATISTA;0;15;3;55;17;0;0;31;0;0;0;6;
SC;420350;CAMPO ERÊ;8;25;24;58;41;1;0;85;0;0;0;0;
SC;420519;ERMO;20;27;4;110;8;11;2;105;0;0;4;36;
SC;420740;IMBUIA;1;18;2;32;3;6;0;38;0;0;0;0;
SC;421000;LUIZ ALVES;6;87;9;176;65;23;4;190;4;43;26;109;
SC;420419;CHAPADÃO DO LAGEADO;11;19;4;76;5;8;0;89;0;0;0;55;
SC;420340;CAMPO BELO DO SUL;4;59;18;168;4;2;2;74;0;0;0;0;
SC;420765;IPORÃ DO OESTE;2;24;4;120;33;0;2;144;0;2;1;0;
SC;421300;PINHEIRO PRETO;1;20;5;29;10;0;1;33;0;0;0;2;
SC;421835;TREVISO;2;6;2;11;19;2;0;37;0;0;42;40;
SC;421180;OURO;2;5;1;47;35;0;0;8;0;1;0;0;
SC;420950;LAURENTINO;5;76;28;118;39;9;5;389;0;0;1;0;
SC;421125;MORRO GRANDE;0;17;2;49;26;0;0;209;0;0;5;0;
SC;420670;HERVAL D'OESTE;13;217;17;287;22;6;4;187;0;0;0;25;
SC;420555;FREI ROGÉRIO;2;1;3;8;1;0;0;29;0;0;0;1;
