MS/SAPS/Departamento de Saúde da Família ­ DESF 
Dados sujeitos à alteração 
---Descrição dos Filtros Utilizados---
Competência: JUN/2021.
Estado: SC.
Tipo de Produção: Atendimento Individual.
"Tipo de Atendimento: Cons. agen. prog/cuid. cont., Consulta agendada, Dem. esp. esc. inicial/orient., Dem. esp. consulta no dia, Dem. esp. atendimento urgência."
"Probl/ Condição Avaliada: Asma, Diabetes, DPOC, Hipertensão arterial, Obesidade, Tabagismo, Usuário de álcool, Saúde mental, D.Transmissíveis - Hanseníase, D.Transmissíveis - Tuberculose, Rast. câncer de mama, Rast. câncer do colo do útero."


Uf;Ibge;Municipio;Asma;Diabetes;DPOC;Hipertensão arterial;Obesidade;Tabagismo;Usuário de álcool;Saúde mental;D.Transmissíveis - Hanseníase;D.Transmissíveis - Tuberculose;Rast. câncer de mama;Rast. câncer do colo do útero;
SC;420950;LAURENTINO;11;55;11;146;3;1;7;538;0;0;2;0;
SC;421125;MORRO GRANDE;1;2;1;11;22;0;2;141;0;0;1;16;
SC;420670;HERVAL D'OESTE;20;133;17;231;55;4;6;408;0;0;4;0;
SC;420915;JOSÉ BOITEUX;3;13;0;22;16;2;0;6;0;0;0;0;
SC;420555;FREI ROGÉRIO;0;10;1;9;0;0;1;30;0;0;0;3;
SC;421227;PASSOS MAIA;0;10;1;24;20;7;0;70;0;0;0;2;
SC;421635;SÃO JOÃO DO ITAPERIÚ;1;26;0;106;2;3;1;130;0;0;25;33;
SC;420960;LAURO MULLER;10;170;11;335;21;4;6;294;0;1;27;122;
SC;421050;MARAVILHA;22;142;15;397;8;1;4;132;0;0;1;8;
SC;420150;ARMAZÉM;3;166;3;478;11;4;0;61;0;0;0;17;
SC;420285;BRAÇO DO TROMBUDO;9;50;12;165;116;17;0;42;0;0;0;0;
SC;420775;IRACEMINHA;3;27;3;43;1;4;2;104;0;0;0;0;
SC;421070;MATOS COSTA;4;51;9;103;49;17;3;29;0;0;0;0;
SC;421825;TIMBÓ GRANDE;3;12;0;13;1;2;1;70;0;0;0;0;
SC;420710;ILHOTA;28;166;10;957;25;8;10;951;1;3;1;62;
SC;421650;SÃO JOAQUIM;17;71;16;121;19;1;3;291;0;0;12;22;
SC;421690;SÃO LOURENÇO DO OESTE;14;106;5;228;60;11;1;403;0;0;28;102;
SC;421560;SANTA ROSA DE LIMA;0;11;2;13;0;3;0;64;0;0;0;0;
SC;420215;BELMONTE;2;9;2;20;6;2;1;75;0;0;0;50;
SC;421575;SÃO BERNARDINO;0;15;0;28;9;0;3;11;0;0;0;0;
SC;420515;DOUTOR PEDRINHO;5;47;6;118;7;1;0;29;0;0;0;1;
SC;421880;TURVO;32;110;9;210;23;7;3;235;0;0;2;27;
SC;421470;RIO DOS CEDROS;5;62;1;133;4;2;3;56;0;0;63;62;
SC;421740;SCHROEDER;25;147;6;333;62;5;10;564;0;1;54;113;
SC;420590;GASPAR;68;334;23;807;212;37;8;467;0;2;4;22;
SC;420455;CORREIA PINTO;9;152;11;300;65;16;9;182;0;2;2;0;
SC;420370;CANELINHA;6;47;2;65;6;0;0;175;0;0;1;11;
SC;421140;NOVA ERECHIM;2;27;1;75;24;0;2;55;0;0;0;0;
SC;421550;SANTA CECÍLIA;2;19;0;39;2;2;0;52;0;0;0;7;
SC;420820;ITAJAÍ;126;1.126;82;2.406;810;182;98;2.340;2;27;872;1.097;
SC;420195;BALNEÁRIO ARROIO DO SILVA;18;62;1;195;140;6;2;219;0;7;8;9;
SC;420630;GUABIRUBA;4;24;3;67;9;0;0;275;1;1;26;29;
SC;421555;SANTA HELENA;0;11;1;10;27;0;1;41;0;0;0;0;
SC;421885;UNIÃO DO OESTE;6;8;5;13;2;3;2;75;0;0;0;0;
SC;420940;LAGUNA;9;52;6;84;35;3;8;166;0;1;0;0;
SC;420510;DONA EMMA;20;38;4;89;25;6;1;96;0;1;3;100;
SC;420500;DIONÍSIO CERQUEIRA;11;90;14;227;11;56;2;92;1;0;1;30;
SC;421568;SANTA TEREZINHA DO PROGRESSO;13;21;5;97;11;0;5;147;1;0;0;0;
SC;420810;ITAIÓPOLIS;28;90;18;368;47;1;7;355;0;0;0;0;
SC;420300;CAÇADOR;31;239;40;362;62;17;5;849;0;0;93;116;
SC;420315;CALMON;9;8;0;14;2;0;0;92;0;0;0;0;
SC;421480;RIO DO SUL;8;69;0;89;10;5;1;89;0;0;4;303;
SC;420517;ENTRE RIOS;3;12;1;8;0;0;1;17;0;0;0;7;
SC;421670;SÃO JOSÉ DO CEDRO;5;35;7;73;40;1;2;125;0;0;0;0;
SC;421875;TUNÁPOLIS;10;77;18;214;19;8;5;69;0;0;36;31;
SC;421535;SALTINHO;7;17;6;33;38;2;3;50;1;0;2;16;
SC;420895;JARDINÓPOLIS;2;12;0;11;4;2;1;46;0;0;0;0;
SC;421620;SÃO FRANCISCO DO SUL;17;212;10;271;34;3;3;456;0;4;5;72;
SC;421860;TROMBUDO CENTRAL;8;43;1;102;9;0;2;167;0;0;0;0;
SC;420660;GUARUJÁ DO SUL;5;4;8;29;5;0;5;94;0;0;0;0;
SC;421940;WITMARSUM;6;50;3;115;23;3;0;285;1;1;5;19;
SC;421605;SÃO CRISTOVÃO DO SUL;20;22;4;39;0;0;0;64;0;0;0;0;
SC;420870;JACINTO MACHADO;2;13;2;22;5;1;1;24;0;0;0;0;
SC;421410;PRESIDENTE NEREU;0;0;0;2;0;0;0;1;0;0;0;0;
SC;421660;SÃO JOSÉ;335;1.707;92;3.955;620;104;42;3.621;4;19;224;2.033;
SC;420985;LINDÓIA DO SUL;2;10;3;32;11;5;2;91;0;0;0;0;
SC;421770;SOMBRIO;21;128;10;224;42;8;2;795;0;0;40;121;
