MS/SAPS/Departamento de Saúde da Família ­ DESF 
Dados sujeitos à alteração 
---Descrição dos Filtros Utilizados---
Competência: AGO/2018.
Estado: SC.
Tipo de Produção: Atendimento Individual.
"Tipo de Atendimento: Cons. agen. prog/cuid. cont., Consulta agendada, Dem. esp. esc. inicial/orient., Dem. esp. consulta no dia, Dem. esp. atendimento urgência."
"Probl/ Condição Avaliada: Asma, Diabetes, DPOC, Hipertensão arterial, Obesidade, Tabagismo, Usuário de álcool, Saúde mental, D.Transmissíveis - Hanseníase, D.Transmissíveis - Tuberculose, Rast. câncer de mama, Rast. câncer do colo do útero."


Uf;Ibge;Municipio;Asma;Diabetes;DPOC;Hipertensão arterial;Obesidade;Tabagismo;Usuário de álcool;Saúde mental;D.Transmissíveis - Hanseníase;D.Transmissíveis - Tuberculose;Rast. câncer de mama;Rast. câncer do colo do útero;
SC;421720;SÃO MIGUEL DO OESTE;24;59;35;239;130;13;11;617;1;3;29;29;
SC;420800;ITÁ;29;29;9;196;37;2;4;121;0;0;42;43;
SC;421260;PERITIBA;14;29;4;64;39;13;2;132;0;0;6;4;
SC;420270;BOTUVERÁ;11;27;2;60;16;0;4;110;0;0;0;24;
SC;420543;FORMOSA DO SUL;2;114;4;681;6;3;3;111;2;0;0;27;
SC;421820;TIMBÓ;55;162;37;437;75;32;5;761;0;0;114;206;
SC;420945;LAJEADO GRANDE;3;29;0;137;41;1;0;41;0;0;2;8;
SC;421590;SÃO BONIFÁCIO;28;10;3;15;6;3;0;41;0;0;0;0;
SC;420127;ARABUTÃ;2;13;2;70;17;2;1;57;0;0;9;1;
SC;420210;BARRA VELHA;22;178;9;408;79;22;5;152;0;3;115;157;
SC;421917;VARGEM BONITA;2;33;4;89;8;14;1;174;0;0;14;23;
SC;421950;XANXERÊ;37;273;38;714;148;56;22;1.764;0;4;153;202;
SC;421090;MODELO;9;66;4;66;47;1;2;240;0;0;19;27;
SC;420125;APIÚNA;8;42;2;62;53;14;5;120;0;0;4;2;
SC;421505;RIO RUFINO;0;6;0;11;0;0;0;13;0;0;2;0;
SC;421600;SÃO CARLOS;9;46;10;175;5;3;5;167;0;0;0;42;
SC;421540;SALTO VELOSO;6;25;2;38;3;2;1;88;1;0;0;0;
SC;421420;QUILOMBO;21;115;16;403;91;16;14;495;0;1;66;119;
SC;421185;OURO VERDE;2;17;5;38;0;7;5;51;0;5;36;104;
SC;420100;ANITA GARIBALDI;4;22;1;36;2;4;0;42;0;0;1;0;
