MS/SAPS/Departamento de Saúde da Família ­ DESF 
Dados sujeitos à alteração 
---Descrição dos Filtros Utilizados---
Competência: MAR/2019.
Estado: SC.
Tipo de Produção: Atendimento Individual.
"Tipo de Atendimento: Cons. agen. prog/cuid. cont., Consulta agendada, Dem. esp. esc. inicial/orient., Dem. esp. consulta no dia, Dem. esp. atendimento urgência."
"Probl/ Condição Avaliada: Asma, Diabetes, DPOC, Hipertensão arterial, Obesidade, Tabagismo, Usuário de álcool, Saúde mental, D.Transmissíveis - Hanseníase, D.Transmissíveis - Tuberculose, Rast. câncer de mama, Rast. câncer do colo do útero."


Uf;Ibge;Municipio;Asma;Diabetes;DPOC;Hipertensão arterial;Obesidade;Tabagismo;Usuário de álcool;Saúde mental;D.Transmissíveis - Hanseníase;D.Transmissíveis - Tuberculose;Rast. câncer de mama;Rast. câncer do colo do útero;
SC;420270;BOTUVERÁ;6;38;7;74;27;9;0;76;0;0;1;12;
SC;421720;SÃO MIGUEL DO OESTE;15;70;14;170;97;19;15;588;2;3;34;29;
SC;421260;PERITIBA;3;10;1;18;12;1;4;93;0;0;9;18;
SC;420800;ITÁ;5;0;0;0;0;0;0;16;0;0;0;0;
SC;420543;FORMOSA DO SUL;0;29;3;101;6;0;0;88;2;0;12;30;
SC;421820;TIMBÓ;31;144;40;232;43;14;8;692;1;2;142;202;
SC;420127;ARABUTÃ;1;7;0;22;9;0;0;27;0;0;32;30;
SC;420945;LAJEADO GRANDE;1;5;0;9;2;0;0;112;0;0;0;0;
SC;420675;IBIAM;2;13;0;30;3;0;1;29;0;0;0;0;
SC;421590;SÃO BONIFÁCIO;0;15;2;17;15;0;0;41;0;0;0;0;
SC;421950;XANXERÊ;13;232;17;496;136;32;7;1.605;0;1;91;154;
SC;421090;MODELO;12;67;4;72;39;0;5;182;0;0;25;33;
SC;420210;BARRA VELHA;8;92;9;175;26;5;2;194;1;33;134;225;
SC;421917;VARGEM BONITA;0;27;5;95;15;9;2;34;0;1;17;25;
SC;421505;RIO RUFINO;0;1;4;0;0;0;0;19;0;0;0;0;
SC;421600;SÃO CARLOS;5;17;12;84;2;1;2;129;0;0;2;13;
SC;421540;SALTO VELOSO;4;10;1;11;0;1;0;12;0;2;0;3;
SC;420100;ANITA GARIBALDI;1;7;0;13;0;1;1;28;0;0;0;0;
SC;421420;QUILOMBO;13;92;6;207;30;9;9;170;1;0;62;117;
SC;420580;GARUVA;1;8;1;46;0;3;0;32;0;1;1;21;
SC;420350;CAMPO ERÊ;7;18;9;70;35;3;2;52;0;0;0;0;
SC;421520;ROMELÂNDIA;0;21;5;18;4;3;2;27;0;0;4;2;
SC;420740;IMBUIA;3;7;1;24;0;9;0;35;0;0;0;1;
SC;421220;PAPANDUVA;10;76;9;212;13;6;4;153;0;0;3;0;
SC;420005;ABDON BATISTA;0;8;3;46;15;7;0;30;0;0;0;5;
SC;420519;ERMO;0;0;0;1;0;4;3;53;0;0;0;6;
SC;420310;CAIBI;8;45;2;140;29;15;5;170;0;0;2;2;
SC;421000;LUIZ ALVES;5;78;9;111;51;8;2;150;5;9;23;75;
SC;420340;CAMPO BELO DO SUL;0;5;0;16;1;0;2;7;0;0;0;0;
SC;420419;CHAPADÃO DO LAGEADO;5;20;4;55;4;7;1;174;0;0;0;21;
SC;420765;IPORÃ DO OESTE;9;28;5;59;21;2;4;103;0;4;0;0;
SC;421300;PINHEIRO PRETO;0;39;0;59;20;3;1;80;0;0;0;8;
SC;421180;OURO;0;5;1;29;13;0;0;0;0;0;0;0;
SC;420020;AGROLÂNDIA;4;24;4;89;3;0;1;157;0;0;0;4;
SC;420940;LAGUNA;6;112;5;243;58;12;2;186;0;0;19;24;
SC;421568;SANTA TEREZINHA DO PROGRESSO;1;52;12;22;9;1;3;66;0;1;21;2;
SC;420500;DIONÍSIO CERQUEIRA;0;24;0;25;29;14;2;47;0;0;7;6;
SC;420510;DONA EMMA;1;15;1;14;23;0;1;12;0;0;1;2;
SC;420810;ITAIÓPOLIS;14;104;18;272;23;4;3;256;1;0;32;20;
SC;421480;RIO DO SUL;8;70;0;51;8;20;0;69;0;0;1;262;
SC;420315;CALMON;10;6;1;16;9;3;0;69;0;0;0;4;
SC;420300;CAÇADOR;17;163;25;432;70;9;2;342;0;3;61;87;
SC;420517;ENTRE RIOS;2;6;7;4;2;0;2;4;0;1;0;0;
SC;421670;SÃO JOSÉ DO CEDRO;0;12;0;46;12;0;1;77;0;0;12;52;
SC;421875;TUNÁPOLIS;13;77;9;227;16;1;16;174;0;0;0;5;
SC;421535;SALTINHO;1;40;1;56;27;6;0;33;0;0;8;8;
SC;420895;JARDINÓPOLIS;1;15;3;11;0;1;5;49;0;0;0;0;
SC;421620;SÃO FRANCISCO DO SUL;1;59;3;163;8;3;1;51;0;3;1;36;
SC;421940;WITMARSUM;16;22;2;52;4;1;1;202;0;0;0;0;
SC;420660;GUARUJÁ DO SUL;3;2;0;15;0;0;2;16;0;0;5;6;
SC;421860;TROMBUDO CENTRAL;4;57;17;130;18;8;10;219;0;0;0;0;
SC;421605;SÃO CRISTOVÃO DO SUL;5;29;2;45;1;0;0;23;0;0;0;0;
SC;420870;JACINTO MACHADO;5;30;1;27;5;2;0;58;0;0;4;4;
SC;421410;PRESIDENTE NEREU;0;0;1;0;14;0;0;27;0;0;0;0;
SC;421580;SÃO BENTO DO SUL;42;508;60;1.226;143;31;28;468;0;0;491;542;
SC;421660;SÃO JOSÉ;93;721;48;1.348;223;90;31;1.215;1;6;38;102;
SC;420550;FRAIBURGO;26;340;49;545;196;45;13;811;0;5;43;377;
SC;421250;PENHA;13;111;16;152;32;27;1;345;0;0;13;6;
SC;420560;GALVÃO;0;1;2;15;17;2;1;129;0;0;1;24;
SC;421770;SOMBRIO;23;102;20;218;97;13;3;543;0;0;25;204;
SC;420985;LINDÓIA DO SUL;0;11;0;34;3;1;2;90;0;0;0;0;
SC;421280;BALNEÁRIO PIÇARRAS;7;122;14;297;28;11;4;233;4;12;31;91;
SC;421755;SERRA ALTA;0;12;4;15;3;0;0;62;0;0;0;0;
SC;420325;CAPÃO ALTO;9;25;2;72;4;0;13;44;0;0;0;0;
SC;420665;GUATAMBÚ;4;4;4;9;0;0;2;20;0;0;0;0;
SC;421080;MELEIRO;14;42;3;120;43;1;3;87;0;1;10;36;
