MS/SAPS/Departamento de Saúde da Família ­ DESF 
Dados sujeitos à alteração 
---Descrição dos Filtros Utilizados---
Competência: DEZ/2019.
Estado: SC.
Tipo de Produção: Atendimento Individual.
"Tipo de Atendimento: Cons. agen. prog/cuid. cont., Consulta agendada, Dem. esp. esc. inicial/orient., Dem. esp. consulta no dia, Dem. esp. atendimento urgência."
"Probl/ Condição Avaliada: Asma, Diabetes, DPOC, Hipertensão arterial, Obesidade, Tabagismo, Usuário de álcool, Saúde mental, D.Transmissíveis - Hanseníase, D.Transmissíveis - Tuberculose, Rast. câncer de mama, Rast. câncer do colo do útero."


Uf;Ibge;Municipio;Asma;Diabetes;DPOC;Hipertensão arterial;Obesidade;Tabagismo;Usuário de álcool;Saúde mental;D.Transmissíveis - Hanseníase;D.Transmissíveis - Tuberculose;Rast. câncer de mama;Rast. câncer do colo do útero;
SC;420670;HERVAL D'OESTE;8;74;11;150;5;6;8;204;0;0;4;0;
SC;420950;LAURENTINO;16;52;27;68;36;3;3;417;0;1;3;0;
SC;420915;JOSÉ BOITEUX;5;6;2;8;8;2;2;18;0;0;0;0;
SC;421125;MORRO GRANDE;3;10;0;23;25;1;1;46;0;0;10;2;
SC;420555;FREI ROGÉRIO;0;1;0;2;0;0;0;4;0;0;1;0;
SC;421635;SÃO JOÃO DO ITAPERIÚ;1;5;1;6;4;0;0;52;0;0;0;6;
SC;420150;ARMAZÉM;2;30;1;34;0;1;0;19;0;1;0;0;
SC;421050;MARAVILHA;8;75;34;114;85;6;6;95;0;0;4;13;
SC;421227;PASSOS MAIA;0;14;2;23;31;0;1;104;0;0;0;10;
SC;420960;LAURO MULLER;4;45;4;72;3;2;2;98;1;0;1;29;
SC;420775;IRACEMINHA;6;14;0;22;11;1;2;70;0;0;0;3;
SC;420285;BRAÇO DO TROMBUDO;1;37;14;110;31;12;2;170;0;0;0;0;
SC;421825;TIMBÓ GRANDE;10;4;6;23;0;8;0;30;0;0;0;0;
SC;421070;MATOS COSTA;0;3;2;9;0;5;1;13;0;0;0;0;
SC;420710;ILHOTA;4;50;3;85;6;1;0;192;0;0;2;9;
SC;421650;SÃO JOAQUIM;21;57;10;183;11;5;4;155;0;0;0;1;
SC;421690;SÃO LOURENÇO DO OESTE;36;153;15;288;84;21;6;882;0;12;51;231;
SC;421880;TURVO;12;71;1;170;1;4;0;289;0;0;4;5;
SC;421575;SÃO BERNARDINO;1;18;0;31;32;2;0;6;0;0;0;0;
SC;421560;SANTA ROSA DE LIMA;0;1;0;1;12;2;0;31;0;0;0;0;
SC;420215;BELMONTE;4;0;6;6;7;0;2;24;0;0;0;31;
SC;420515;DOUTOR PEDRINHO;2;20;3;36;5;0;0;13;0;0;0;0;
SC;420455;CORREIA PINTO;2;34;2;51;12;4;11;81;0;0;0;0;
SC;420820;ITAJAÍ;67;865;75;1.819;516;168;78;2.032;2;26;454;869;
SC;421740;SCHROEDER;5;27;5;67;9;0;0;211;0;0;1;1;
SC;420590;GASPAR;22;93;14;176;36;9;2;261;0;1;2;7;
SC;420370;CANELINHA;4;40;4;96;10;1;0;36;0;3;0;0;
SC;421550;SANTA CECÍLIA;1;43;0;58;0;0;0;31;0;0;0;1;
SC;421140;NOVA ERECHIM;6;12;0;18;23;0;0;47;0;2;0;0;
SC;421470;RIO DOS CEDROS;2;16;3;63;49;4;1;94;0;0;4;94;
SC;420620;GRAVATAL;8;16;3;18;4;2;3;240;0;2;0;10;
