MS/SAPS/Departamento de Saúde da Família ­ DESF 
Dados sujeitos à alteração 
---Descrição dos Filtros Utilizados---
Competência: DEZ/2017.
Estado: SC.
Tipo de Produção: Atendimento Individual.
"Tipo de Atendimento: Cons. agen. prog/cuid. cont., Consulta agendada, Dem. esp. esc. inicial/orient., Dem. esp. consulta no dia, Dem. esp. atendimento urgência."
"Probl/ Condição Avaliada: Asma, Diabetes, DPOC, Hipertensão arterial, Obesidade, Tabagismo, Usuário de álcool, Saúde mental, D.Transmissíveis - Hanseníase, D.Transmissíveis - Tuberculose, Rast. câncer de mama, Rast. câncer do colo do útero."


Uf;Ibge;Municipio;Asma;Diabetes;DPOC;Hipertensão arterial;Obesidade;Tabagismo;Usuário de álcool;Saúde mental;D.Transmissíveis - Hanseníase;D.Transmissíveis - Tuberculose;Rast. câncer de mama;Rast. câncer do colo do útero;
SC;421720;SÃO MIGUEL DO OESTE;24;87;24;252;59;5;6;483;0;0;62;82;
SC;420800;ITÁ;27;23;1;110;9;1;1;77;0;0;26;52;
SC;420270;BOTUVERÁ;1;21;4;24;8;1;0;81;0;0;0;35;
SC;421260;PERITIBA;1;2;0;1;0;2;0;26;0;0;0;0;
SC;421820;TIMBÓ;19;160;6;417;31;14;2;803;0;0;20;69;
SC;420945;LAJEADO GRANDE;1;20;1;136;20;0;1;53;0;0;1;2;
SC;420543;FORMOSA DO SUL;2;35;3;139;2;0;0;80;0;1;0;39;
SC;420675;IBIAM;0;0;0;0;0;0;0;0;0;0;0;27;
SC;420127;ARABUTÃ;0;13;2;39;16;3;1;100;0;0;8;4;
SC;421590;SÃO BONIFÁCIO;10;5;5;10;2;1;1;38;0;0;0;0;
SC;421090;MODELO;17;27;1;90;4;0;1;195;0;0;9;9;
SC;421950;XANXERÊ;15;188;25;488;104;26;12;1.329;0;0;93;158;
SC;420210;BARRA VELHA;18;155;2;225;21;5;5;150;0;6;5;44;
SC;421917;VARGEM BONITA;0;34;1;120;11;23;0;161;0;0;22;27;
SC;420125;APIÚNA;2;15;1;16;18;5;1;5;0;1;0;27;
SC;421600;SÃO CARLOS;2;19;0;80;2;2;0;169;0;0;3;11;
SC;421540;SALTO VELOSO;4;32;7;54;4;2;5;111;0;0;0;0;
SC;421420;QUILOMBO;6;36;8;76;46;15;6;162;0;0;1;3;
SC;420580;GARUVA;1;83;1;137;32;20;4;44;0;1;1;12;
SC;421185;OURO VERDE;5;46;3;92;36;5;7;15;0;0;43;83;
SC;420100;ANITA GARIBALDI;5;9;0;23;2;0;0;28;0;0;0;0;
SC;420310;CAIBI;7;90;5;372;60;13;5;223;0;0;0;0;
SC;421520;ROMELÂNDIA;2;9;4;20;2;1;2;57;1;1;0;0;
SC;421220;PAPANDUVA;7;70;13;213;13;6;2;139;1;1;4;2;
SC;420350;CAMPO ERÊ;10;53;7;202;29;7;1;271;0;0;6;112;
SC;420740;IMBUIA;3;3;0;47;7;8;0;120;0;0;0;0;
SC;420519;ERMO;3;12;2;24;11;1;0;20;0;0;1;0;
SC;420005;ABDON BATISTA;0;0;1;2;0;0;0;9;0;0;0;0;
SC;421000;LUIZ ALVES;1;19;6;48;8;5;0;61;0;0;3;15;
SC;420340;CAMPO BELO DO SUL;5;35;4;23;0;4;2;33;0;0;0;0;
SC;420419;CHAPADÃO DO LAGEADO;0;0;0;0;0;8;0;39;0;0;0;0;
SC;421300;PINHEIRO PRETO;2;43;3;122;21;4;1;116;0;5;4;7;
SC;421835;TREVISO;2;23;2;246;66;3;7;106;0;0;9;67;
SC;420765;IPORÃ DO OESTE;8;29;8;102;34;0;0;107;0;1;0;2;
SC;421180;OURO;0;1;0;21;0;0;0;25;0;0;0;0;
