MS/SAPS/Departamento de Saúde da Família ­ DESF 
Dados sujeitos à alteração 
---Descrição dos Filtros Utilizados---
Competência: MAI/2019.
Estado: SC.
Tipo de Produção: Atendimento Individual.
"Tipo de Atendimento: Cons. agen. prog/cuid. cont., Consulta agendada, Dem. esp. esc. inicial/orient., Dem. esp. consulta no dia, Dem. esp. atendimento urgência."
"Probl/ Condição Avaliada: Asma, Diabetes, DPOC, Hipertensão arterial, Obesidade, Tabagismo, Usuário de álcool, Saúde mental, D.Transmissíveis - Hanseníase, D.Transmissíveis - Tuberculose, Rast. câncer de mama, Rast. câncer do colo do útero."


Uf;Ibge;Municipio;Asma;Diabetes;DPOC;Hipertensão arterial;Obesidade;Tabagismo;Usuário de álcool;Saúde mental;D.Transmissíveis - Hanseníase;D.Transmissíveis - Tuberculose;Rast. câncer de mama;Rast. câncer do colo do útero;
SC;421270;PETROLÂNDIA;1;99;9;435;14;4;2;502;0;0;8;8;
SC;420900;JOAÇABA;26;100;9;168;18;11;6;495;0;0;5;6;
SC;420110;ANITÁPOLIS;8;0;0;4;1;0;0;26;0;0;0;0;
SC;421440;RIO DAS ANTAS;0;51;2;90;2;4;1;60;0;0;13;10;
SC;421630;SÃO JOÃO BATISTA;25;210;22;422;83;14;2;806;0;2;15;20;
SC;421210;PALMITOS;42;35;5;114;7;22;0;182;0;0;1;0;
SC;420213;BELA VISTA DO TOLDO;10;11;7;105;8;3;1;32;0;0;0;0;
SC;421120;MORRO DA FUMAÇA;32;110;15;226;65;110;5;829;0;6;31;63;
SC;421780;TAIÓ;14;75;6;178;21;1;0;469;0;0;32;95;
SC;420280;BRAÇO DO NORTE;23;72;7;185;17;14;2;1.843;0;1;7;127;
SC;421567;SANTA TEREZINHA;2;0;0;0;0;0;0;22;0;0;0;0;
SC;420910;JOINVILLE;428;4.480;127;6.331;940;336;108;7.099;1;22;2.134;4.125;
SC;420450;CORUPÁ;11;74;4;198;47;5;4;285;0;0;24;45;
SC;420980;LEOBERTO LEAL;14;7;2;3;1;0;0;76;0;0;0;0;
SC;421040;MARACAJÁ;5;3;0;5;0;1;1;80;0;0;0;49;
SC;420287;BRUNÓPOLIS;2;10;0;43;0;3;2;105;0;0;0;12;
SC;420757;IOMERÊ;1;19;1;37;12;0;1;7;0;0;0;0;
SC;420253;BOM JESUS;2;1;0;14;2;5;2;104;0;0;0;24;
SC;421507;RIQUEZA;3;14;6;33;9;4;6;116;0;0;0;0;
SC;421400;PRESIDENTE GETÚLIO;6;22;5;95;1;3;5;94;0;2;44;62;
SC;420530;FAXINAL DOS GUEDES;14;124;17;538;49;11;3;1.011;0;0;128;186;
SC;421680;SÃO JOSÉ DO CERRITO;5;20;0;180;5;9;1;168;0;0;0;0;
SC;421890;URUBICI;5;31;11;69;22;4;1;84;0;0;1;2;
SC;421390;PRESIDENTE CASTELLO BRANCO;1;8;1;44;2;6;0;47;0;0;0;0;
SC;420417;CERRO NEGRO;0;0;0;24;0;0;0;27;0;0;0;0;
SC;420840;ITAPIRANGA;9;15;5;148;4;2;9;386;1;0;9;0;
SC;420205;BALNEÁRIO BARRA DO SUL;2;102;2;215;3;8;1;142;0;0;54;61;
SC;420480;CURITIBANOS;56;342;34;861;112;130;6;704;0;0;92;221;
SC;420170;ASCURRA;0;43;9;146;9;2;0;364;0;0;0;0;
SC;421570;SANTO AMARO DA IMPERATRIZ;22;135;13;240;60;25;6;207;0;5;1;0;
SC;421225;PASSO DE TORRES;20;30;5;94;15;5;5;72;0;0;12;15;
SC;421190;PALHOÇA;157;1.072;110;1.937;476;141;43;3.842;0;9;412;489;
SC;420140;ARARANGUÁ;43;250;16;476;76;11;4;411;0;0;13;5;
SC;421910;VARGEÃO;2;8;5;60;1;17;1;174;0;0;0;12;
SC;420207;BALNEÁRIO GAIVOTA;5;32;0;64;11;1;5;194;0;0;1;1;
SC;420430;CONCÓRDIA;19;48;8;151;25;4;5;134;0;0;24;0;
SC;421840;TREZE DE MAIO;0;20;2;29;3;1;1;169;0;1;7;15;
SC;420070;ALFREDO WAGNER;3;11;4;29;16;0;1;81;0;0;0;0;
SC;421335;PONTE ALTA DO NORTE;0;0;0;0;0;0;0;69;0;0;0;39;
SC;420920;LACERDÓPOLIS;0;4;0;8;0;2;3;20;0;0;0;0;
SC;420535;FLOR DO SERTÃO;0;11;6;21;16;2;5;21;0;0;5;3;
SC;421187;PAIAL;0;11;0;38;12;0;1;97;0;1;10;5;
SC;421330;PONTE ALTA;2;12;0;24;7;7;0;38;0;0;0;0;
SC;420380;CANOINHAS;141;375;26;999;34;22;6;596;1;1;44;70;
SC;421900;URUSSANGA;23;238;7;343;38;78;5;529;0;1;131;204;
SC;421545;SANGÃO;5;10;0;41;1;1;4;317;0;0;5;14;
SC;420435;CORDILHEIRA ALTA;0;0;0;0;0;0;0;2;0;0;0;9;
SC;421725;SÃO PEDRO DE ALCÂNTARA;11;15;2;39;7;4;7;49;0;0;3;1;
SC;420120;ANTÔNIO CARLOS;19;34;5;125;22;7;7;215;0;0;0;0;
SC;420130;ARAQUARI;20;121;17;304;31;27;4;292;2;28;19;244;
SC;421175;OTACÍLIO COSTA;13;69;17;178;7;9;2;226;0;0;0;1;
SC;421350;PORTO BELO;30;185;14;419;38;13;2;440;1;9;16;118;
SC;421640;SÃO JOÃO DO SUL;5;12;2;11;4;0;0;176;0;0;0;0;
SC;421810;TIMBÉ DO SUL;10;26;5;101;15;3;2;206;0;0;9;0;
SC;420460;CRICIÚMA;273;1.145;121;2.329;213;58;54;3.191;1;66;255;1.374;
SC;420240;BLUMENAU;180;1.439;70;1.908;478;147;54;1.682;0;371;394;685;
SC;421710;SÃO MARTINHO;0;0;0;0;0;0;0;0;0;0;2;7;
SC;421920;VIDAL RAMOS;13;15;0;68;5;1;1;89;1;0;0;0;
SC;420970;LEBON RÉGIS;2;74;2;227;15;4;14;303;1;3;31;48;
SC;420750;INDAIAL;92;194;23;735;65;50;12;512;0;1;11;40;
SC;421170;ORLEANS;18;97;5;167;21;12;13;229;0;1;0;1;
SC;421110;MONTE CASTELO;20;14;0;91;5;1;0;20;0;0;2;0;
SC;421800;TIJUCAS;2;54;5;103;24;28;1;206;0;4;16;7;
SC;421569;SANTIAGO DO SUL;1;4;0;7;3;0;7;36;0;0;4;5;
SC;421720;SÃO MIGUEL DO OESTE;15;143;28;319;72;37;17;552;1;0;61;59;
SC;420800;ITÁ;44;25;14;91;24;2;7;121;0;0;0;5;
SC;420270;BOTUVERÁ;1;24;3;33;13;0;0;61;0;0;2;24;
