MS/SAPS/Departamento de Saúde da Família ­ DESF 
Dados sujeitos à alteração 
---Descrição dos Filtros Utilizados---
Competência: SET/2016.
Estado: SC.
Tipo de Produção: Atendimento Individual.
"Tipo de Atendimento: Cons. agen. prog/cuid. cont., Consulta agendada, Dem. esp. esc. inicial/orient., Dem. esp. consulta no dia, Dem. esp. atendimento urgência."
"Probl/ Condição Avaliada: Asma, Diabetes, DPOC, Hipertensão arterial, Obesidade, Tabagismo, Usuário de álcool, Saúde mental, D.Transmissíveis - Hanseníase, D.Transmissíveis - Tuberculose, Rast. câncer de mama, Rast. câncer do colo do útero."


Uf;Ibge;Municipio;Asma;Diabetes;DPOC;Hipertensão arterial;Obesidade;Tabagismo;Usuário de álcool;Saúde mental;D.Transmissíveis - Hanseníase;D.Transmissíveis - Tuberculose;Rast. câncer de mama;Rast. câncer do colo do útero;
SC;420830;ITAPEMA;22;171;14;358;31;41;9;224;2;5;2;1;
SC;420395;CAPIVARI DE BAIXO;12;158;4;202;2;0;0;450;0;0;4;2;
SC;420890;JARAGUÁ DO SUL;57;604;27;1.318;207;142;26;746;2;3;0;308;
SC;421105;MONTE CARLO;10;53;9;272;22;14;4;98;0;0;8;54;
SC;421795;TIGRINHOS;1;8;8;31;1;0;0;45;0;0;32;0;
SC;420475;CUNHATAÍ;2;6;7;35;13;2;3;10;0;1;22;21;
SC;420880;JAGUARUNA;28;131;4;208;8;4;4;199;0;0;7;3;
SC;420850;ITUPORANGA;26;14;2;268;4;2;0;224;0;0;0;0;
SC;421430;RANCHO QUEIMADO;4;18;4;62;15;4;1;23;0;0;23;25;
SC;421240;PEDRAS GRANDES;4;18;3;58;2;1;1;171;0;0;11;13;
SC;421930;VIDEIRA;0;28;5;55;30;0;0;20;0;0;0;0;
SC;421610;SÃO DOMINGOS;2;9;4;71;46;6;0;20;0;0;0;9;
SC;420050;ÁGUAS DE CHAPECÓ;15;17;6;41;5;0;1;34;0;0;0;0;
SC;420610;GRÃO PARÁ;0;4;0;6;0;11;0;45;0;0;0;0;
SC;420200;BALNEÁRIO CAMBORIÚ;16;173;28;351;11;77;7;205;0;3;2;0;
SC;420700;IÇARA;167;537;15;1.087;50;31;4;1.669;3;9;63;199;
SC;420420;CHAPECÓ;119;1.050;126;3.810;417;111;33;2.542;0;4;424;1.412;
SC;420390;CAPINZAL;6;57;0;144;9;2;1;257;0;0;5;29;
SC;420075;ALTO BELA VISTA;0;1;3;96;3;4;0;78;0;0;0;0;
SC;420780;IRANI;13;28;35;110;2;35;24;332;0;0;41;44;
SC;421700;SÃO LUDGERO;3;18;1;33;14;35;0;27;0;0;0;0;
SC;421020;MAJOR GERCINO;1;3;1;5;2;0;0;19;1;0;0;0;
SC;421145;NOVA ITABERABA;16;66;22;300;82;28;8;172;0;0;34;6;
SC;421290;PINHALZINHO;34;203;22;423;211;47;9;509;3;9;290;289;
SC;420290;BRUSQUE;112;407;68;1.021;158;122;22;1.089;0;7;414;580;
SC;420330;CAMPO ALEGRE;14;57;13;203;35;36;5;74;0;0;8;31;
SC;420060;ÁGUAS MORNAS;3;26;0;79;21;1;3;61;0;0;0;0;
SC;421970;XAXIM;8;26;8;85;36;15;3;63;0;0;0;3;
SC;421985;ZORTÉA;0;13;0;40;0;4;2;178;0;0;40;38;
SC;421370;POUSO REDONDO;10;53;8;172;32;5;0;275;0;0;2;0;
SC;420415;CELSO RAMOS;0;0;0;2;0;0;0;9;0;0;0;0;
SC;421030;MAJOR VIEIRA;0;0;0;0;0;0;0;101;0;0;0;0;
SC;421915;VARGEM;2;5;8;50;2;1;0;36;0;0;0;0;
SC;420640;GUARACIABA;1;24;3;78;7;1;0;92;0;0;10;26;
SC;420470;CUNHA PORÃ;9;44;14;261;33;8;6;305;0;0;10;29;
SC;420400;CATANDUVAS;9;29;9;141;5;0;2;64;0;0;0;58;
SC;421895;URUPEMA;0;2;1;1;6;0;0;210;0;0;0;0;
SC;420545;FORQUILHINHA;88;394;66;578;64;12;16;1.158;2;4;194;644;
SC;420160;ARROIO TRINTA;0;7;0;31;21;0;2;54;0;0;0;51;
SC;420410;CAXAMBU DO SUL;13;20;7;32;25;1;2;157;0;1;0;0;
SC;420720;IMARUÍ;17;88;7;263;25;6;2;343;0;0;7;7;
SC;421360;PORTO UNIÃO;8;79;12;229;18;6;3;95;0;0;0;61;
SC;420570;GAROPABA;2;42;0;103;5;2;0;215;0;0;8;9;
SC;420220;BENEDITO NOVO;8;72;18;218;28;10;0;255;0;16;123;85;
SC;420730;IMBITUBA;0;56;7;30;6;2;3;164;0;0;51;169;
SC;421150;NOVA TRENTO;11;67;8;239;17;3;2;330;0;0;0;0;
SC;420790;IRINEÓPOLIS;0;13;1;55;0;0;1;47;0;0;0;0;
SC;420208;BANDEIRANTE;0;2;0;10;0;0;0;1;0;0;0;0;
SC;421625;SÃO JOÃO DO OESTE;28;30;16;114;51;6;6;243;0;0;67;92;
SC;420768;IPUAÇU;1;16;1;79;5;0;3;167;0;0;4;0;
SC;420990;LONTRAS;42;177;22;603;64;10;2;1.348;0;0;6;0;
SC;421223;PARAÍSO;14;22;5;99;2;2;0;34;0;0;0;0;
SC;421790;TANGARÁ;0;63;0;139;70;5;7;106;0;0;6;81;
SC;421230;PAULO LOPES;1;5;3;41;1;5;0;30;0;0;0;0;
SC;420930;LAGES;180;995;152;2.627;233;193;50;2.037;13;5;137;246;
SC;421320;POMERODE;32;189;14;522;25;3;5;906;0;0;31;0;
SC;421060;MASSARANDUBA;2;70;2;364;4;35;5;220;0;0;0;0;
SC;420785;IRATI;2;11;3;19;14;1;1;17;0;0;16;16;
SC;420245;BOMBINHAS;1;23;0;44;15;32;0;43;0;0;0;0;
SC;421165;NOVO HORIZONTE;7;1;8;41;0;0;0;101;0;0;0;0;
SC;420360;CAMPOS NOVOS;40;380;36;1.101;69;203;14;658;0;0;24;143;
SC;420209;BARRA BONITA;4;12;3;36;14;0;0;64;0;0;13;19;
SC;422000;BALNEÁRIO RINCÃO;16;183;27;239;21;20;4;163;2;2;10;14;
SC;421160;NOVA VENEZA;25;102;0;350;35;59;0;264;0;0;278;56;
SC;420250;BOM JARDIM DA SERRA;1;3;3;18;0;0;0;20;0;0;0;0;
SC;420760;IPIRA;2;62;8;154;1;18;2;498;0;0;2;2;
SC;420080;ANCHIETA;4;19;0;155;30;0;0;129;0;0;82;76;
SC;420445;CORONEL MARTINS;66;63;36;72;39;0;0;111;0;0;0;0;
SC;421490;RIO FORTUNA;1;9;9;27;4;1;0;174;0;0;21;19;
SC;421730;SAUDADES;0;0;1;11;0;1;0;3;0;0;84;88;
SC;421265;PESCARIA BRAVA;0;15;0;17;7;2;0;40;0;0;0;0;
SC;420845;ITAPOÁ;2;145;3;296;37;4;1;125;0;20;0;0;
SC;420530;FAXINAL DOS GUEDES;2;50;12;221;48;2;2;256;2;0;57;148;
SC;420840;ITAPIRANGA;17;27;8;132;6;18;21;449;0;0;110;380;
SC;421680;SÃO JOSÉ DO CERRITO;5;12;6;19;4;0;0;56;0;0;0;0;
SC;420417;CERRO NEGRO;0;0;0;0;0;0;0;10;0;0;0;0;
SC;421890;URUBICI;0;1;0;1;0;0;0;1;0;0;0;0;
SC;420480;CURITIBANOS;50;312;47;1.015;46;115;13;531;0;0;0;251;
SC;421225;PASSO DE TORRES;0;2;1;22;0;0;0;63;0;0;0;253;
SC;421570;SANTO AMARO DA IMPERATRIZ;25;52;5;123;37;1;3;121;0;0;0;0;
SC;420170;ASCURRA;8;76;22;260;61;40;8;298;0;6;0;0;
SC;420205;BALNEÁRIO BARRA DO SUL;3;44;3;124;3;0;0;37;0;0;0;0;
SC;420140;ARARANGUÁ;57;381;35;1.096;171;31;22;1.932;0;3;143;195;
SC;420430;CONCÓRDIA;41;299;18;777;29;34;3;463;0;0;11;2;
SC;420207;BALNEÁRIO GAIVOTA;20;6;0;21;4;0;2;8;0;0;0;1;
SC;421190;PALHOÇA;66;569;59;1.154;183;143;24;1.334;0;11;279;415;
SC;421910;VARGEÃO;4;43;41;288;8;20;3;510;0;0;0;2;
SC;420070;ALFREDO WAGNER;14;44;6;167;18;7;3;244;0;0;3;0;
SC;421335;PONTE ALTA DO NORTE;4;28;7;41;1;4;1;31;0;0;0;0;
SC;421187;PAIAL;0;2;0;0;3;0;2;18;0;0;0;0;
SC;420535;FLOR DO SERTÃO;0;4;19;8;10;2;3;40;1;0;17;28;
SC;421840;TREZE DE MAIO;0;0;0;0;0;0;0;0;0;0;0;13;
SC;420380;CANOINHAS;23;247;35;762;60;19;2;402;0;0;12;2;
SC;421900;URUSSANGA;26;236;42;594;84;120;16;1.210;0;0;184;326;
SC;421330;PONTE ALTA;1;11;0;11;0;1;0;43;0;0;2;4;
SC;421725;SÃO PEDRO DE ALCÂNTARA;3;8;1;6;1;0;0;25;0;0;0;0;
SC;420435;CORDILHEIRA ALTA;0;2;0;13;0;0;0;10;0;0;0;0;
SC;421545;SANGÃO;0;4;0;7;1;0;1;15;0;0;0;0;
SC;420130;ARAQUARI;24;179;31;431;121;32;5;212;0;4;58;130;
SC;420120;ANTÔNIO CARLOS;5;11;8;32;9;7;7;154;0;0;0;30;
SC;421350;PORTO BELO;2;91;5;142;65;10;3;165;0;0;6;5;
SC;421175;OTACÍLIO COSTA;9;131;23;277;10;20;3;325;0;0;6;5;
SC;421640;SÃO JOÃO DO SUL;9;14;2;14;2;6;3;143;0;0;0;0;
SC;420460;CRICIÚMA;377;1.909;279;5.039;878;181;65;4.586;3;20;506;1.257;
SC;421710;SÃO MARTINHO;8;10;4;29;4;9;1;94;0;0;1;0;
SC;420970;LEBON RÉGIS;1;59;9;160;44;20;0;62;0;0;3;10;
SC;420240;BLUMENAU;17;151;3;323;33;12;13;160;2;10;0;13;
SC;421920;VIDAL RAMOS;2;23;5;76;5;5;2;57;0;0;0;1;
SC;420750;INDAIAL;42;309;32;942;76;36;10;1.193;0;2;1;29;
SC;421800;TIJUCAS;18;157;4;598;4;2;2;263;2;2;1;2;
SC;421110;MONTE CASTELO;0;20;4;58;1;0;0;42;0;0;0;83;
SC;421170;ORLEANS;38;147;19;140;81;36;7;130;0;0;0;0;
SC;421569;SANTIAGO DO SUL;2;2;0;4;13;2;0;140;0;0;0;6;
SC;421720;SÃO MIGUEL DO OESTE;31;96;22;221;55;22;6;298;2;2;37;25;
SC;420800;ITÁ;68;36;0;475;4;106;14;351;0;0;32;57;
SC;420270;BOTUVERÁ;8;12;12;46;4;0;1;36;0;0;0;0;
SC;420127;ARABUTÃ;3;16;2;59;11;2;2;61;0;0;7;0;
SC;421820;TIMBÓ;38;365;35;861;23;111;14;1.159;2;1;0;1;
SC;421590;SÃO BONIFÁCIO;0;6;1;34;0;0;0;11;0;0;1;0;
SC;420543;FORMOSA DO SUL;0;24;0;150;3;0;0;2;0;0;0;0;
SC;420945;LAJEADO GRANDE;7;4;4;34;6;0;2;32;0;0;0;14;
