MS/SAPS/Departamento de Saúde da Família ­ DESF 
Dados sujeitos à alteração 
---Descrição dos Filtros Utilizados---
Competência: OUT/2020.
Estado: SC.
Tipo de Produção: Atendimento Individual.
"Tipo de Atendimento: Cons. agen. prog/cuid. cont., Consulta agendada, Dem. esp. esc. inicial/orient., Dem. esp. consulta no dia, Dem. esp. atendimento urgência."
"Probl/ Condição Avaliada: Asma, Diabetes, DPOC, Hipertensão arterial, Obesidade, Tabagismo, Usuário de álcool, Saúde mental, D.Transmissíveis - Hanseníase, D.Transmissíveis - Tuberculose, Rast. câncer de mama, Rast. câncer do colo do útero."


Uf;Ibge;Municipio;Asma;Diabetes;DPOC;Hipertensão arterial;Obesidade;Tabagismo;Usuário de álcool;Saúde mental;D.Transmissíveis - Hanseníase;D.Transmissíveis - Tuberculose;Rast. câncer de mama;Rast. câncer do colo do útero;
SC;421125;MORRO GRANDE;5;13;1;23;22;0;0;48;0;0;238;3;
SC;420670;HERVAL D'OESTE;17;160;17;190;22;8;11;410;0;2;12;10;
SC;420915;JOSÉ BOITEUX;0;7;0;16;8;2;1;15;0;0;0;0;
SC;420950;LAURENTINO;3;23;16;49;2;2;7;515;0;0;13;0;
SC;420555;FREI ROGÉRIO;1;4;0;2;1;0;4;7;0;0;0;0;
SC;421050;MARAVILHA;12;127;13;177;82;3;3;162;0;0;1;0;
SC;421227;PASSOS MAIA;2;11;0;30;24;5;3;148;0;0;12;21;
SC;420150;ARMAZÉM;4;34;1;33;6;1;1;51;0;0;0;17;
SC;421635;SÃO JOÃO DO ITAPERIÚ;1;8;0;31;10;1;0;50;0;0;21;28;
SC;420960;LAURO MULLER;1;32;9;91;3;7;1;62;0;0;57;23;
SC;420285;BRAÇO DO TROMBUDO;13;38;21;110;93;31;6;147;0;0;0;0;
SC;420775;IRACEMINHA;6;49;2;77;7;9;1;89;0;0;2;1;
SC;421825;TIMBÓ GRANDE;4;20;3;59;7;14;0;133;0;0;0;15;
SC;421070;MATOS COSTA;1;12;10;26;2;1;0;18;0;0;0;2;
SC;420710;ILHOTA;10;163;7;325;18;6;7;485;0;0;3;109;
SC;421650;SÃO JOAQUIM;9;68;20;143;12;7;5;345;0;0;41;67;
SC;421880;TURVO;4;18;2;22;4;1;0;54;0;0;13;0;
SC;421690;SÃO LOURENÇO DO OESTE;14;92;1;74;24;5;3;164;0;1;7;155;
SC;420215;BELMONTE;5;10;6;17;5;0;2;32;0;0;0;40;
SC;421560;SANTA ROSA DE LIMA;1;2;0;8;11;6;3;37;0;0;0;0;
SC;421575;SÃO BERNARDINO;1;11;1;17;9;0;0;30;0;0;0;0;
SC;420515;DOUTOR PEDRINHO;3;20;2;43;14;0;6;25;0;0;5;3;
SC;420590;GASPAR;35;296;16;482;120;15;12;535;0;0;4;6;
SC;420820;ITAJAÍ;39;827;53;1.590;514;112;85;1.842;2;33;725;850;
SC;420455;CORREIA PINTO;4;57;9;145;27;2;4;60;0;2;2;0;
SC;421550;SANTA CECÍLIA;0;52;1;83;3;1;0;77;0;1;40;0;
SC;420370;CANELINHA;5;78;1;90;17;0;1;83;0;0;0;0;
SC;421140;NOVA ERECHIM;3;39;1;101;23;1;1;42;0;0;5;1;
SC;421470;RIO DOS CEDROS;2;97;4;270;36;13;6;303;0;2;71;65;
SC;420195;BALNEÁRIO ARROIO DO SILVA;14;128;4;268;177;13;15;226;0;1;51;74;
SC;420630;GUABIRUBA;5;51;0;59;5;0;1;242;0;1;19;17;
SC;420620;GRAVATAL;7;70;4;138;55;8;1;267;0;0;3;0;
SC;421555;SANTA HELENA;2;26;1;27;19;1;9;17;0;0;0;0;
SC;421885;UNIÃO DO OESTE;1;21;1;37;3;0;2;62;0;0;1;0;
SC;420500;DIONÍSIO CERQUEIRA;6;150;16;450;34;34;0;91;0;1;0;38;
SC;421568;SANTA TEREZINHA DO PROGRESSO;1;19;8;64;10;2;11;62;1;0;1;0;
SC;420510;DONA EMMA;2;21;9;60;42;9;4;75;0;0;11;73;
SC;420940;LAGUNA;13;120;9;166;64;19;15;420;2;3;29;35;
SC;420020;AGROLÂNDIA;13;130;12;486;66;12;2;738;3;0;31;37;
SC;420810;ITAIÓPOLIS;8;76;29;320;41;0;4;297;2;1;0;0;
SC;421480;RIO DO SUL;2;48;2;63;27;17;1;76;0;0;7;69;
SC;420300;CAÇADOR;19;300;45;598;123;19;7;408;5;2;334;393;
SC;420315;CALMON;13;26;0;110;10;2;2;142;1;0;2;0;
SC;420517;ENTRE RIOS;0;15;5;6;2;1;1;16;0;0;0;0;
SC;421670;SÃO JOSÉ DO CEDRO;4;34;10;81;30;1;4;236;0;0;0;0;
SC;421535;SALTINHO;3;26;6;64;56;6;7;77;0;0;6;6;
SC;421875;TUNÁPOLIS;3;26;7;67;12;2;4;141;1;0;0;7;
SC;420895;JARDINÓPOLIS;2;10;0;39;2;0;0;58;0;0;0;0;
SC;421620;SÃO FRANCISCO DO SUL;0;323;12;508;24;9;1;900;0;1;6;95;
SC;421860;TROMBUDO CENTRAL;4;36;4;69;9;2;2;207;0;0;0;0;
SC;420260;BOM RETIRO;5;22;4;34;3;2;4;96;0;0;0;0;
SC;421605;SÃO CRISTOVÃO DO SUL;1;11;7;35;1;0;0;36;0;0;0;0;
SC;420660;GUARUJÁ DO SUL;0;0;2;13;16;0;1;8;1;0;0;0;
SC;421410;PRESIDENTE NEREU;0;21;0;62;11;0;0;111;0;0;0;0;
SC;421940;WITMARSUM;1;22;2;18;8;2;1;101;0;0;0;0;
SC;421280;BALNEÁRIO PIÇARRAS;11;251;7;671;41;23;5;494;3;9;212;228;
SC;421580;SÃO BENTO DO SUL;19;327;40;694;99;8;11;403;0;3;258;360;
SC;421250;PENHA;9;126;4;323;67;7;5;610;0;1;12;1;
SC;421770;SOMBRIO;13;121;10;167;38;4;0;615;0;0;355;500;
SC;421660;SÃO JOSÉ;83;797;40;1.424;176;34;11;2.763;2;1;184;1.368;
SC;420325;CAPÃO ALTO;0;10;1;27;1;0;2;24;0;0;0;11;
SC;420985;LINDÓIA DO SUL;3;15;0;43;27;5;2;82;0;0;0;0;
SC;421755;SERRA ALTA;6;41;3;97;15;0;2;57;0;0;0;0;
SC;420550;FRAIBURGO;22;207;35;335;86;28;9;563;1;3;43;67;
SC;421380;PRAIA GRANDE;4;15;2;54;11;6;5;178;0;0;0;10;
SC;421080;MELEIRO;15;60;6;109;21;5;2;139;0;0;99;134;
