MS/SAPS/Departamento de Saúde da Família ­ DESF 
Dados sujeitos à alteração 
---Descrição dos Filtros Utilizados---
Competência: NOV/2020.
Estado: SC.
Tipo de Produção: Atendimento Individual.
"Tipo de Atendimento: Cons. agen. prog/cuid. cont., Consulta agendada, Dem. esp. esc. inicial/orient., Dem. esp. consulta no dia, Dem. esp. atendimento urgência."
"Probl/ Condição Avaliada: Asma, Diabetes, DPOC, Hipertensão arterial, Obesidade, Tabagismo, Usuário de álcool, Saúde mental, D.Transmissíveis - Hanseníase, D.Transmissíveis - Tuberculose, Rast. câncer de mama, Rast. câncer do colo do útero."


Uf;Ibge;Municipio;Asma;Diabetes;DPOC;Hipertensão arterial;Obesidade;Tabagismo;Usuário de álcool;Saúde mental;D.Transmissíveis - Hanseníase;D.Transmissíveis - Tuberculose;Rast. câncer de mama;Rast. câncer do colo do útero;
SC;420540;FLORIANÓPOLIS;134;645;34;1.111;83;82;30;2.186;2;41;82;415;
SC;421003;LUZERNA;3;38;1;93;20;5;1;92;0;0;0;0;
SC;421715;SÃO MIGUEL DA BOA VISTA;4;25;0;77;30;0;5;27;0;0;0;0;
SC;420165;ARVOREDO;4;36;10;77;43;5;15;102;0;0;21;26;
SC;421100;MONDAÍ;34;40;9;85;12;2;1;159;1;0;2;0;
SC;420320;CAMBORIÚ;29;206;10;402;45;7;3;807;1;2;12;198;
SC;421775;SUL BRASIL;1;10;0;11;9;2;0;20;0;0;0;0;
SC;421565;SANTA ROSA DO SUL;1;63;4;51;4;1;0;211;0;0;16;30;
SC;420917;JUPIÁ;2;31;3;57;13;3;2;193;0;0;2;0;
SC;421850;TREZE TÍLIAS;1;6;0;7;2;0;2;7;0;0;0;0;
SC;420690;IBIRAMA;8;181;11;516;63;28;3;386;0;4;68;128;
SC;420860;JABORÁ;1;1;0;6;4;0;0;9;0;0;2;2;
SC;421315;PLANALTO ALEGRE;0;16;1;23;8;1;0;49;0;0;0;0;
SC;421200;PALMA SOLA;10;71;7;150;33;3;5;58;1;0;2;3;
SC;420243;BOCAINA DO SUL;0;0;1;2;0;2;0;3;0;0;0;0;
SC;421760;SIDERÓPOLIS;1;45;5;88;36;5;2;105;0;0;1;2;
SC;421830;TRÊS BARRAS;20;235;12;409;54;10;5;246;4;1;4;8;
SC;421415;PRINCESA;22;27;10;52;35;0;2;77;2;0;7;9;
SC;420650;GUARAMIRIM;10;248;11;608;109;37;8;483;1;6;86;303;
SC;421500;RIO NEGRINHO;25;308;26;567;41;0;1;284;0;0;10;329;
SC;420230;BIGUAÇU;184;989;107;1.753;381;133;69;1.299;0;31;13;2;
SC;420425;COCAL DO SUL;170;330;24;822;48;18;8;1.984;0;2;146;224;
SC;421960;XAVANTINA;3;102;6;451;116;2;1;103;0;0;49;106;
SC;421870;TUBARÃO;47;428;33;617;91;14;8;1.045;1;1;19;3;
SC;420490;DESCANSO;3;118;12;303;36;2;13;232;0;0;9;108;
SC;420520;ERVAL VELHO;0;13;4;17;13;0;3;145;0;0;0;0;
SC;421310;PIRATUBA;0;14;0;21;13;1;1;108;0;0;71;83;
SC;421010;MAFRA;27;671;34;1.141;99;52;31;1.259;0;1;250;662;
SC;420600;GOVERNADOR CELSO RAMOS;24;67;6;96;11;2;1;213;0;1;1;0;
SC;421205;PALMEIRA;0;2;3;10;1;0;3;25;0;0;0;0;
SC;421005;MACIEIRA;0;17;2;15;7;1;5;33;0;0;0;0;
SC;420257;BOM JESUS DO OESTE;5;23;5;80;0;0;3;28;0;0;1;6;
SC;420040;ÁGUA DOCE;3;12;2;23;7;0;7;37;0;0;0;0;
SC;420180;ATALANTA;0;0;0;9;13;4;0;134;0;0;23;41;
SC;421270;PETROLÂNDIA;3;84;7;293;32;10;1;495;0;0;0;0;
SC;420900;JOAÇABA;14;134;13;212;67;14;11;187;0;1;6;13;
SC;420110;ANITÁPOLIS;0;7;0;4;0;0;2;17;0;0;0;1;
SC;421440;RIO DAS ANTAS;0;0;0;3;0;1;3;84;0;0;1;4;
SC;421630;SÃO JOÃO BATISTA;9;124;8;146;12;9;11;244;0;5;0;5;
SC;421210;PALMITOS;7;30;1;81;2;1;1;314;0;0;5;2;
SC;420213;BELA VISTA DO TOLDO;5;11;3;75;5;2;4;90;0;2;0;0;
SC;421120;MORRO DA FUMAÇA;21;184;17;362;63;32;10;838;0;1;72;343;
SC;421780;TAIÓ;0;43;0;114;17;0;0;121;0;0;4;15;
SC;420280;BRAÇO DO NORTE;8;128;4;397;48;3;4;2.414;1;0;48;293;
SC;421567;SANTA TEREZINHA;2;15;1;51;1;3;3;107;0;0;4;9;
SC;420910;JOINVILLE;279;6.048;130;8.044;1.280;200;130;7.960;8;22;2.025;4.232;
SC;420450;CORUPÁ;4;63;7;231;23;3;4;207;0;0;11;40;
SC;420757;IOMERÊ;5;13;2;27;6;0;0;17;0;0;0;0;
SC;420980;LEOBERTO LEAL;5;3;1;11;2;4;0;59;0;0;0;0;
SC;420287;BRUNÓPOLIS;2;13;1;32;0;1;1;88;0;0;0;28;
SC;421040;MARACAJÁ;1;37;0;57;0;10;1;71;0;0;0;25;
SC;420253;BOM JESUS;7;12;6;82;6;11;2;480;0;0;3;2;
SC;421400;PRESIDENTE GETÚLIO;6;64;9;180;29;17;7;476;0;0;6;37;
SC;421507;RIQUEZA;4;12;0;28;4;0;2;103;0;0;0;0;
SC;420890;JARAGUÁ DO SUL;38;444;52;906;169;61;24;1.013;0;0;167;330;
SC;421795;TIGRINHOS;1;27;12;41;25;2;5;63;0;0;0;1;
SC;420830;ITAPEMA;22;172;5;217;36;13;6;240;0;13;15;2;
SC;421105;MONTE CARLO;6;23;4;47;8;2;2;30;0;0;0;2;
