MS/SAPS/Departamento de Saúde da Família ­ DESF 
Dados sujeitos à alteração 
---Descrição dos Filtros Utilizados---
Competência: MAI/2021.
Estado: SC.
Tipo de Produção: Atendimento Individual.
"Tipo de Atendimento: Cons. agen. prog/cuid. cont., Consulta agendada, Dem. esp. esc. inicial/orient., Dem. esp. consulta no dia, Dem. esp. atendimento urgência."
"Probl/ Condição Avaliada: Asma, Diabetes, DPOC, Hipertensão arterial, Obesidade, Tabagismo, Usuário de álcool, Saúde mental, D.Transmissíveis - Hanseníase, D.Transmissíveis - Tuberculose, Rast. câncer de mama, Rast. câncer do colo do útero."


Uf;Ibge;Municipio;Asma;Diabetes;DPOC;Hipertensão arterial;Obesidade;Tabagismo;Usuário de álcool;Saúde mental;D.Transmissíveis - Hanseníase;D.Transmissíveis - Tuberculose;Rast. câncer de mama;Rast. câncer do colo do útero;
SC;421720;SÃO MIGUEL DO OESTE;32;165;20;714;103;10;5;440;0;2;6;5;
SC;420800;ITÁ;5;24;10;77;13;12;1;81;0;0;2;0;
SC;421260;PERITIBA;0;0;0;2;0;0;0;0;0;0;0;0;
SC;420270;BOTUVERÁ;17;47;10;139;23;4;1;159;0;0;11;60;
SC;420543;FORMOSA DO SUL;1;26;3;50;17;4;4;142;1;0;0;0;
SC;420675;IBIAM;7;29;1;59;1;2;0;67;0;0;3;2;
SC;420127;ARABUTÃ;0;8;0;34;28;0;0;89;0;0;13;7;
SC;421590;SÃO BONIFÁCIO;6;49;0;85;23;0;0;95;0;0;8;13;
SC;421820;TIMBÓ;44;131;27;428;101;14;5;819;0;2;81;83;
SC;420945;LAJEADO GRANDE;8;28;0;77;81;8;0;88;0;0;2;47;
SC;421950;XANXERÊ;36;383;10;1.060;220;54;19;1.342;0;0;39;129;
SC;420210;BARRA VELHA;34;157;28;423;80;12;6;511;0;3;118;183;
SC;421505;RIO RUFINO;4;10;15;11;0;1;1;73;0;0;1;0;
SC;421090;MODELO;5;27;2;73;41;0;8;179;0;1;0;2;
SC;421917;VARGEM BONITA;0;4;1;4;13;0;0;0;0;0;0;0;
SC;420125;APIÚNA;12;61;6;158;11;0;3;259;0;0;0;19;
SC;421540;SALTO VELOSO;5;12;1;20;29;1;0;93;0;0;0;0;
SC;421600;SÃO CARLOS;3;9;1;51;11;1;0;40;0;0;10;45;
SC;420100;ANITA GARIBALDI;0;2;5;14;4;2;0;48;0;0;0;0;
SC;421185;OURO VERDE;3;18;10;48;5;0;4;92;0;0;29;71;
SC;420580;GARUVA;10;81;13;191;45;12;1;195;2;1;24;37;
SC;421420;QUILOMBO;17;58;9;165;34;5;2;539;0;0;35;32;
SC;421520;ROMELÂNDIA;4;45;0;92;23;5;11;69;1;0;4;16;
SC;420350;CAMPO ERÊ;10;57;11;161;11;22;4;115;1;2;0;0;
SC;421220;PAPANDUVA;19;25;7;105;21;4;4;128;0;0;5;1;
SC;420740;IMBUIA;3;12;0;44;2;1;0;62;0;0;0;53;
SC;420310;CAIBI;3;41;0;70;21;9;0;78;0;0;0;0;
SC;420005;ABDON BATISTA;1;5;4;43;1;0;1;49;0;0;0;1;
SC;420519;ERMO;2;5;0;11;3;1;0;28;0;0;0;9;
SC;421000;LUIZ ALVES;13;81;4;232;35;3;4;456;0;11;1;59;
SC;420340;CAMPO BELO DO SUL;10;38;6;118;22;2;2;39;0;1;5;4;
SC;420419;CHAPADÃO DO LAGEADO;1;11;1;53;2;0;0;29;0;1;0;0;
SC;421835;TREVISO;7;80;5;321;67;2;0;9;0;0;17;41;
SC;420765;IPORÃ DO OESTE;19;60;1;155;60;6;6;252;0;0;0;0;
SC;421180;OURO;0;6;0;8;4;0;0;164;0;0;1;5;
SC;421300;PINHEIRO PRETO;1;0;0;1;0;0;0;45;0;0;0;6;
SC;420670;HERVAL D'OESTE;47;275;23;500;67;11;6;400;0;0;8;5;
SC;420915;JOSÉ BOITEUX;0;23;0;9;45;1;0;23;0;0;0;0;
SC;421125;MORRO GRANDE;0;11;1;24;25;0;1;120;0;0;0;6;
SC;420555;FREI ROGÉRIO;1;2;0;4;0;1;0;18;0;0;0;0;
SC;420950;LAURENTINO;11;50;20;167;5;6;4;473;0;0;14;0;
SC;421050;MARAVILHA;28;132;7;295;36;10;3;167;0;0;1;2;
SC;420150;ARMAZÉM;26;142;5;232;37;3;1;51;0;0;0;10;
SC;420960;LAURO MULLER;27;226;22;333;53;11;3;294;0;2;33;142;
SC;421635;SÃO JOÃO DO ITAPERIÚ;3;30;5;126;6;3;0;97;0;5;23;45;
SC;421227;PASSOS MAIA;11;33;1;78;32;7;1;60;0;0;0;2;
SC;420775;IRACEMINHA;8;29;2;90;2;6;1;113;0;0;0;0;
SC;420285;BRAÇO DO TROMBUDO;7;52;8;138;110;18;2;33;0;0;0;0;
SC;421825;TIMBÓ GRANDE;3;20;3;38;6;8;1;87;0;0;0;0;
SC;421070;MATOS COSTA;3;59;13;56;18;6;4;35;0;0;0;0;
SC;421650;SÃO JOAQUIM;27;141;27;274;45;4;4;341;1;2;9;24;
SC;420710;ILHOTA;17;250;6;948;19;8;15;831;2;10;11;103;
SC;421560;SANTA ROSA DE LIMA;1;11;2;18;3;1;0;98;0;0;0;0;
SC;421575;SÃO BERNARDINO;0;5;0;12;7;0;0;16;0;0;0;0;
SC;420215;BELMONTE;0;42;2;173;24;1;0;61;0;0;0;49;
SC;421690;SÃO LOURENÇO DO OESTE;19;135;8;191;51;9;1;362;0;0;24;76;
SC;421880;TURVO;23;129;7;214;19;8;0;246;0;0;1;42;
SC;420515;DOUTOR PEDRINHO;6;34;4;83;11;0;0;21;0;0;2;2;
SC;420455;CORREIA PINTO;25;128;30;317;98;20;4;152;0;5;2;0;
SC;421140;NOVA ERECHIM;1;120;2;144;18;0;1;69;0;0;0;1;
SC;420370;CANELINHA;6;53;2;28;11;4;0;173;0;0;0;4;
SC;421550;SANTA CECÍLIA;3;24;1;40;3;0;0;55;0;0;0;0;
SC;421740;SCHROEDER;18;222;10;412;47;5;11;601;0;4;34;53;
SC;420590;GASPAR;93;352;12;923;252;42;3;452;0;0;4;20;
SC;420820;ITAJAÍ;103;1.211;88;2.471;871;220;102;2.265;1;22;815;956;
SC;421470;RIO DOS CEDROS;11;55;0;149;11;1;3;94;0;0;38;39;
SC;421555;SANTA HELENA;1;8;3;12;23;0;5;58;0;0;0;0;
SC;421885;UNIÃO DO OESTE;5;8;1;51;4;0;1;70;0;0;1;0;
SC;420620;GRAVATAL;36;126;3;182;25;3;3;219;0;2;3;20;
SC;420195;BALNEÁRIO ARROIO DO SILVA;15;73;2;183;179;8;5;219;0;2;2;1;
SC;420630;GUABIRUBA;7;32;0;64;2;2;2;217;0;0;23;26;
SC;421568;SANTA TEREZINHA DO PROGRESSO;2;29;4;74;6;0;3;133;0;0;0;0;
SC;420940;LAGUNA;24;146;12;194;70;6;9;183;0;0;3;1;
SC;420020;AGROLÂNDIA;20;197;10;752;100;32;1;665;0;0;57;57;
SC;420510;DONA EMMA;4;41;1;111;24;5;0;86;0;1;3;98;
SC;420500;DIONÍSIO CERQUEIRA;13;132;11;210;29;29;2;101;8;1;0;34;
SC;420810;ITAIÓPOLIS;21;148;20;372;57;1;4;273;1;0;0;0;
SC;420300;CAÇADOR;52;363;47;600;165;10;6;959;0;6;112;211;
SC;420315;CALMON;16;5;1;33;7;0;0;107;0;1;0;0;
SC;421480;RIO DO SUL;7;100;6;55;51;6;1;76;0;1;1;230;
SC;420517;ENTRE RIOS;4;17;1;14;3;3;0;19;0;0;0;6;
SC;421875;TUNÁPOLIS;6;47;3;160;25;1;3;106;0;0;33;31;
SC;421535;SALTINHO;1;19;5;49;50;8;2;56;1;0;0;0;
SC;421670;SÃO JOSÉ DO CEDRO;10;38;9;77;33;0;9;84;2;0;0;0;
SC;420895;JARDINÓPOLIS;0;11;0;17;5;0;0;59;0;0;0;0;
SC;421620;SÃO FRANCISCO DO SUL;19;241;17;402;21;3;5;747;0;0;8;143;
SC;420870;JACINTO MACHADO;1;6;0;7;0;0;0;8;0;0;0;0;
SC;421605;SÃO CRISTOVÃO DO SUL;7;18;5;31;0;0;0;53;0;0;0;0;
SC;420260;BOM RETIRO;3;5;0;9;2;0;0;13;0;0;0;0;
SC;420660;GUARUJÁ DO SUL;19;54;11;209;17;1;12;95;0;0;1;0;
SC;421860;TROMBUDO CENTRAL;6;28;4;44;3;3;1;69;0;0;0;0;
SC;421410;PRESIDENTE NEREU;2;28;0;108;20;4;2;256;0;0;0;0;
SC;421940;WITMARSUM;1;13;0;31;8;0;0;111;0;0;2;13;
SC;421580;SÃO BENTO DO SUL;35;546;39;958;228;33;8;440;0;3;220;324;
SC;421755;SERRA ALTA;4;35;6;121;19;1;1;57;1;1;0;0;
SC;420325;CAPÃO ALTO;1;39;7;90;20;0;1;17;0;0;0;20;
SC;420560;GALVÃO;2;5;0;27;0;0;2;23;0;0;1;0;
SC;420985;LINDÓIA DO SUL;3;15;0;29;10;3;2;99;0;0;0;0;
SC;421660;SÃO JOSÉ;134;925;35;1.721;207;25;7;1.464;4;4;54;635;
SC;420550;FRAIBURGO;32;436;39;708;175;31;8;1.208;1;1;28;103;
SC;420665;GUATAMBÚ;0;1;0;0;0;0;1;111;0;0;0;0;
SC;421280;BALNEÁRIO PIÇARRAS;19;296;12;860;42;14;8;427;0;2;113;145;
SC;421250;PENHA;19;114;12;437;57;6;3;508;1;0;8;2;
SC;421770;SOMBRIO;82;407;55;708;138;17;8;1.268;0;0;105;212;
SC;421380;PRAIA GRANDE;1;16;6;60;5;0;0;21;0;0;2;13;
SC;421530;SALETE;1;87;11;205;95;20;2;112;0;0;1;36;
SC;421130;NAVEGANTES;20;231;6;405;14;2;5;297;0;5;8;131;
SC;421080;MELEIRO;36;80;4;104;103;6;5;87;0;0;14;20;
SC;421750;SEARA;17;75;10;185;18;0;0;284;0;0;9;23;
SC;420030;AGRONÔMICA;6;48;1;138;14;2;2;223;0;0;8;49;
SC;421450;RIO DO CAMPO;10;54;2;99;5;2;1;146;0;0;0;0;
SC;421460;RIO DO OESTE;7;35;9;220;13;0;0;277;0;0;0;0;
SC;421935;VITOR MEIRELES;0;34;0;137;0;0;0;1;0;0;0;36;
SC;421510;RODEIO;7;56;5;167;15;2;4;89;0;2;0;0;
SC;420530;FAXINAL DOS GUEDES;5;212;13;716;159;6;6;741;0;3;32;50;
SC;420840;ITAPIRANGA;26;323;6;211;8;5;15;342;0;0;2;0;
SC;421890;URUBICI;17;52;14;165;15;14;38;336;0;0;3;15;
SC;421680;SÃO JOSÉ DO CERRITO;8;13;4;19;1;0;0;62;0;0;0;22;
SC;420417;CERRO NEGRO;0;0;0;7;1;0;0;56;0;0;0;0;
SC;421390;PRESIDENTE CASTELLO BRANCO;0;4;0;10;2;1;0;25;0;0;12;15;
SC;420845;ITAPOÁ;12;274;6;567;118;10;8;725;0;3;82;135;
SC;421225;PASSO DE TORRES;9;7;1;13;14;0;0;55;0;0;3;12;
SC;421570;SANTO AMARO DA IMPERATRIZ;36;139;6;261;62;0;1;144;0;2;0;9;
SC;420480;CURITIBANOS;57;290;37;826;122;89;7;735;0;8;147;179;
SC;420205;BALNEÁRIO BARRA DO SUL;8;154;11;586;25;6;7;785;0;1;44;80;
SC;420170;ASCURRA;2;36;1;105;15;16;3;179;0;0;0;1;
SC;420140;ARARANGUÁ;71;641;30;874;311;14;5;440;0;2;5;7;
SC;420430;CONCÓRDIA;49;162;16;336;69;4;5;224;0;0;5;3;
SC;421190;PALHOÇA;316;1.668;98;2.752;950;137;37;3.612;0;24;523;778;
SC;420207;BALNEÁRIO GAIVOTA;17;131;10;361;31;6;4;385;0;0;5;8;
SC;421910;VARGEÃO;0;15;1;67;6;1;1;285;0;0;0;0;
SC;420070;ALFREDO WAGNER;3;23;2;82;6;1;1;269;0;0;1;0;
SC;421335;PONTE ALTA DO NORTE;1;2;1;1;5;0;2;33;0;0;0;0;
SC;420920;LACERDÓPOLIS;0;5;0;10;14;1;2;39;0;0;0;0;
SC;420535;FLOR DO SERTÃO;1;16;6;30;6;2;4;42;0;0;1;13;
SC;421840;TREZE DE MAIO;5;60;3;147;8;1;1;328;1;0;6;3;
SC;421187;PAIAL;0;5;1;34;2;0;2;108;0;0;1;5;
SC;421340;PONTE SERRADA;16;37;8;160;27;10;2;256;0;0;5;33;
SC;421900;URUSSANGA;280;199;16;482;136;41;3;816;0;4;50;67;
SC;420380;CANOINHAS;94;439;36;1.010;134;13;5;1.172;5;0;59;91;
SC;421330;PONTE ALTA;2;180;1;143;3;0;0;63;0;0;2;11;
SC;420190;AURORA;6;55;4;200;19;3;0;154;0;0;2;7;
