MS/SAPS/Departamento de Saúde da Família ­ DESF 
Dados sujeitos à alteração 
---Descrição dos Filtros Utilizados---
Competência: FEV/2017.
Estado: SC.
Tipo de Produção: Atendimento Individual.
"Tipo de Atendimento: Cons. agen. prog/cuid. cont., Consulta agendada, Dem. esp. esc. inicial/orient., Dem. esp. consulta no dia, Dem. esp. atendimento urgência."
"Probl/ Condição Avaliada: Asma, Diabetes, DPOC, Hipertensão arterial, Obesidade, Tabagismo, Usuário de álcool, Saúde mental, D.Transmissíveis - Hanseníase, D.Transmissíveis - Tuberculose, Rast. câncer de mama, Rast. câncer do colo do útero."


Uf;Ibge;Municipio;Asma;Diabetes;DPOC;Hipertensão arterial;Obesidade;Tabagismo;Usuário de álcool;Saúde mental;D.Transmissíveis - Hanseníase;D.Transmissíveis - Tuberculose;Rast. câncer de mama;Rast. câncer do colo do útero;
SC;421360;PORTO UNIÃO;6;155;52;352;54;23;7;223;1;1;9;64;
SC;420570;GAROPABA;4;18;2;62;4;0;1;128;0;0;3;9;
SC;420220;BENEDITO NOVO;4;40;4;117;26;7;17;204;0;12;39;29;
SC;421150;NOVA TRENTO;2;19;2;77;22;2;0;64;0;2;2;0;
SC;420790;IRINEÓPOLIS;0;5;0;21;0;0;0;16;0;0;0;0;
SC;420055;ÁGUAS FRIAS;0;2;2;16;0;0;0;52;0;0;1;2;
SC;420730;IMBITUBA;1;6;2;17;0;1;0;7;0;0;8;35;
SC;420208;BANDEIRANTE;0;0;0;8;0;0;0;0;0;0;0;0;
SC;421625;SÃO JOÃO DO OESTE;12;34;8;167;111;3;2;155;0;0;27;24;
SC;420990;LONTRAS;11;166;31;460;77;3;0;888;0;0;3;0;
SC;421230;PAULO LOPES;1;1;2;14;0;0;0;1;0;1;0;0;
SC;421790;TANGARÁ;4;140;12;360;92;6;7;192;0;0;8;147;
SC;421223;PARAÍSO;0;1;1;7;0;0;1;4;0;0;9;45;
SC;420930;LAGES;91;724;121;1.700;220;102;43;1.842;3;3;125;247;
SC;421060;MASSARANDUBA;6;85;5;246;6;83;1;146;0;0;1;6;
SC;421320;POMERODE;10;93;6;212;19;0;4;586;0;0;7;0;
SC;420785;IRATI;0;0;0;5;10;1;0;2;0;0;1;12;
SC;422000;BALNEÁRIO RINCÃO;2;89;3;109;3;8;0;37;0;0;8;31;
SC;420360;CAMPOS NOVOS;4;94;14;276;12;31;4;246;0;0;12;47;
SC;420245;BOMBINHAS;3;88;11;196;23;3;2;242;0;0;0;20;
SC;420209;BARRA BONITA;3;1;1;12;0;0;0;2;0;0;0;0;
SC;421165;NOVO HORIZONTE;1;9;5;15;6;0;0;38;0;0;0;0;
SC;421160;NOVA VENEZA;8;41;6;65;2;35;0;42;0;0;72;9;
SC;420250;BOM JARDIM DA SERRA;0;3;0;8;0;0;1;4;0;0;0;0;
SC;421055;MAREMA;0;7;0;7;1;0;0;0;0;0;0;0;
SC;420080;ANCHIETA;0;4;0;55;1;0;0;100;0;0;50;49;
SC;420760;IPIRA;1;70;0;126;2;9;1;117;0;3;11;13;
SC;421730;SAUDADES;0;1;0;1;0;0;1;4;0;0;60;61;
SC;421490;RIO FORTUNA;1;2;1;9;0;2;2;31;0;0;2;1;
SC;421265;PESCARIA BRAVA;1;11;2;29;5;0;0;8;0;0;0;0;
SC;421189;PAINEL;1;8;4;13;0;3;4;7;0;0;0;0;
SC;421720;SÃO MIGUEL DO OESTE;24;87;27;291;74;15;3;480;1;2;26;25;
SC;420270;BOTUVERÁ;3;33;5;92;5;4;1;89;0;2;0;38;
SC;420800;ITÁ;21;8;0;55;0;49;18;136;0;0;22;72;
SC;421820;TIMBÓ;7;298;22;656;13;41;6;757;1;0;0;0;
SC;420127;ARABUTÃ;0;9;2;40;12;7;3;74;0;0;4;2;
SC;420543;FORMOSA DO SUL;0;28;1;223;0;0;2;7;0;0;0;34;
SC;420945;LAJEADO GRANDE;0;3;0;21;0;0;1;24;0;0;0;0;
SC;421590;SÃO BONIFÁCIO;2;12;9;38;4;0;0;14;0;0;2;0;
SC;420675;IBIAM;0;0;2;3;1;0;0;2;0;0;0;13;
SC;421950;XANXERÊ;20;185;20;576;78;52;17;1.290;0;0;209;149;
SC;420210;BARRA VELHA;6;113;3;198;25;15;4;76;0;0;5;21;
SC;421917;VARGEM BONITA;9;33;4;105;31;8;1;108;0;0;7;6;
SC;421090;MODELO;18;123;6;262;20;2;0;347;4;0;43;121;
SC;420125;APIÚNA;6;35;3;104;27;9;1;130;0;0;1;0;
SC;421505;RIO RUFINO;0;0;0;2;0;0;0;0;0;0;0;0;
SC;421600;SÃO CARLOS;2;19;0;123;1;0;1;43;1;0;19;16;
SC;421540;SALTO VELOSO;0;8;2;25;2;0;0;11;0;0;0;0;
SC;420100;ANITA GARIBALDI;0;15;0;53;0;1;1;155;0;0;0;0;
SC;420580;GARUVA;0;3;0;7;0;0;1;4;0;0;0;0;
SC;421185;OURO VERDE;3;7;3;142;6;0;2;25;0;0;15;16;
SC;420740;IMBUIA;3;17;3;94;2;10;0;126;0;0;2;0;
SC;420519;ERMO;1;21;4;62;35;9;1;79;0;0;4;1;
SC;421520;ROMELÂNDIA;3;26;2;91;3;1;4;70;0;0;0;0;
SC;420350;CAMPO ERÊ;11;82;20;332;117;11;2;375;0;0;39;48;
SC;421220;PAPANDUVA;5;22;4;81;9;8;5;62;3;1;8;9;
SC;420310;CAIBI;6;30;0;117;5;5;0;163;0;0;6;4;
SC;420005;ABDON BATISTA;0;7;4;44;0;0;0;12;0;0;0;0;
SC;420340;CAMPO BELO DO SUL;6;27;7;76;7;4;5;121;0;0;0;0;
SC;421000;LUIZ ALVES;5;34;2;137;50;5;2;137;0;0;1;4;
SC;420419;CHAPADÃO DO LAGEADO;0;10;0;55;4;6;1;7;0;0;2;13;
SC;420765;IPORÃ DO OESTE;13;19;4;64;22;2;2;185;0;0;1;0;
SC;421835;TREVISO;0;16;2;18;32;0;0;4;0;0;2;122;
SC;421300;PINHEIRO PRETO;2;31;0;85;49;7;0;141;0;0;2;6;
SC;420670;HERVAL D'OESTE;3;80;8;209;16;3;4;120;0;0;1;2;
SC;420555;FREI ROGÉRIO;0;15;0;25;4;0;2;55;0;0;0;23;
SC;420950;LAURENTINO;2;30;20;41;33;3;4;115;0;0;0;0;
SC;420915;JOSÉ BOITEUX;0;3;0;9;0;2;1;5;0;0;0;0;
SC;421125;MORRO GRANDE;0;0;0;0;0;0;0;1;0;0;0;0;
SC;421635;SÃO JOÃO DO ITAPERIÚ;1;43;2;104;1;3;0;95;0;1;14;12;
SC;420960;LAURO MULLER;4;110;9;168;33;9;3;452;0;0;82;87;
SC;421050;MARAVILHA;21;68;20;454;25;11;7;163;0;5;17;16;
SC;420150;ARMAZÉM;0;8;0;3;0;1;1;8;0;0;0;0;
SC;421227;PASSOS MAIA;0;3;2;35;2;6;4;123;0;0;0;0;
SC;420775;IRACEMINHA;1;0;1;1;0;0;0;78;0;0;0;0;
SC;420285;BRAÇO DO TROMBUDO;0;9;0;26;3;2;2;43;0;0;0;0;
SC;421825;TIMBÓ GRANDE;0;7;1;46;2;0;0;108;0;0;0;0;
SC;421070;MATOS COSTA;0;7;0;7;1;3;2;15;0;0;0;6;
SC;421650;SÃO JOAQUIM;11;61;5;158;38;2;1;59;1;0;1;4;
SC;420710;ILHOTA;4;13;1;42;6;0;0;73;0;1;4;1;
SC;421560;SANTA ROSA DE LIMA;0;1;0;8;10;0;0;109;0;0;0;0;
SC;421575;SÃO BERNARDINO;2;24;0;50;20;0;0;18;1;0;1;0;
SC;420515;DOUTOR PEDRINHO;0;8;2;40;16;5;0;51;0;0;0;0;
SC;421880;TURVO;3;18;5;40;3;2;1;62;0;0;1;0;
SC;420215;BELMONTE;0;21;2;60;0;0;0;37;0;0;0;0;
SC;421690;SÃO LOURENÇO DO OESTE;28;100;6;374;26;16;6;339;0;34;6;108;
SC;420370;CANELINHA;4;36;18;108;4;0;6;133;1;2;0;1;
SC;420820;ITAJAÍ;62;837;61;1.735;351;97;35;1.245;2;31;429;598;
SC;420590;GASPAR;1;9;9;1;11;26;2;266;0;1;2;10;
SC;421740;SCHROEDER;9;58;4;110;26;2;6;186;0;0;0;4;
SC;421470;RIO DOS CEDROS;1;56;2;143;6;0;2;71;0;0;61;55;
SC;420455;CORREIA PINTO;0;52;7;131;40;18;1;105;0;0;24;24;
SC;421140;NOVA ERECHIM;0;14;4;34;17;4;3;41;0;0;7;3;
SC;420630;GUABIRUBA;19;138;17;387;90;19;5;306;2;0;24;29;
SC;421555;SANTA HELENA;6;45;4;171;49;6;2;206;0;0;29;36;
SC;421885;UNIÃO DO OESTE;1;11;4;18;18;0;1;95;0;0;0;0;
SC;420195;BALNEÁRIO ARROIO DO SILVA;2;27;4;62;10;9;2;30;0;0;13;32;
SC;420620;GRAVATAL;3;17;0;21;0;0;0;9;0;0;2;0;
SC;420020;AGROLÂNDIA;14;75;14;304;43;6;3;390;0;0;5;6;
