MS/SAPS/Departamento de Saúde da Família ­ DESF 
Dados sujeitos à alteração 
---Descrição dos Filtros Utilizados---
Competência: AGO/2015.
Estado: SC.
Tipo de Produção: Atendimento Individual.
"Tipo de Atendimento: Cons. agen. prog/cuid. cont., Consulta agendada, Dem. esp. esc. inicial/orient., Dem. esp. consulta no dia, Dem. esp. atendimento urgência."
"Probl/ Condição Avaliada: Asma, Diabetes, DPOC, Hipertensão arterial, Obesidade, Tabagismo, Usuário de álcool, Saúde mental, D.Transmissíveis - Hanseníase, D.Transmissíveis - Tuberculose, Rast. câncer de mama, Rast. câncer do colo do útero."


Uf;Ibge;Municipio;Asma;Diabetes;DPOC;Hipertensão arterial;Obesidade;Tabagismo;Usuário de álcool;Saúde mental;D.Transmissíveis - Hanseníase;D.Transmissíveis - Tuberculose;Rast. câncer de mama;Rast. câncer do colo do útero;
SC;421360;PORTO UNIÃO;0;15;3;1;43;0;0;3;0;0;0;0;
SC;421715;SÃO MIGUEL DA BOA VISTA;0;1;3;0;0;0;0;0;0;0;0;0;
SC;421635;SÃO JOÃO DO ITAPERIÚ;1;14;2;58;4;6;0;102;0;3;19;29;
SC;421190;PALHOÇA;0;0;0;1;0;0;0;0;0;0;0;0;
SC;420070;ALFREDO WAGNER;9;67;2;161;20;13;5;242;0;0;1;0;
SC;420930;LAGES;23;278;23;723;70;71;26;549;1;0;29;86;
SC;421330;PONTE ALTA;2;1;0;8;12;2;0;58;0;1;0;0;
SC;420330;CAMPO ALEGRE;8;13;0;25;0;1;0;6;0;0;25;25;
SC;421650;SÃO JOAQUIM;7;90;10;290;33;11;6;129;1;0;5;1;
SC;421580;SÃO BENTO DO SUL;12;367;7;566;10;1;5;173;0;0;0;0;
SC;420740;IMBUIA;7;20;5;111;2;15;2;123;0;0;0;1;
SC;420280;BRAÇO DO NORTE;22;113;13;332;77;17;5;828;0;6;43;33;
SC;421755;SERRA ALTA;0;1;0;2;1;1;0;2;0;0;0;0;
SC;421010;MAFRA;12;132;4;325;19;6;1;168;0;3;0;0;
SC;420370;CANELINHA;4;20;19;62;0;1;0;66;0;0;0;0;
SC;420287;BRUNÓPOLIS;3;10;0;73;9;44;8;58;0;0;0;54;
SC;420080;ANCHIETA;3;23;14;100;9;0;0;103;5;0;12;17;
SC;421555;SANTA HELENA;0;21;4;25;13;2;6;95;0;0;6;4;
SC;421205;PALMEIRA;3;26;2;132;35;12;3;98;0;0;0;7;
SC;421890;URUBICI;0;31;17;91;7;3;0;71;0;0;0;1;
SC;420845;ITAPOÁ;0;50;1;103;1;12;1;32;0;0;0;0;
SC;420417;CERRO NEGRO;0;4;1;14;1;0;0;10;0;0;0;0;
SC;421917;VARGEM BONITA;0;34;8;155;32;19;1;24;0;0;17;22;
SC;420690;IBIRAMA;0;0;0;0;0;0;0;55;0;0;0;0;
SC;421060;MASSARANDUBA;0;22;0;47;1;7;2;36;0;0;0;0;
SC;420130;ARAQUARI;38;248;25;550;131;40;10;175;0;0;91;163;
SC;421220;PAPANDUVA;7;124;10;464;7;27;5;100;0;7;0;3;
SC;420910;JOINVILLE;1;15;4;57;8;0;0;12;0;0;0;0;
SC;420040;ÁGUA DOCE;2;5;8;97;4;0;0;71;0;0;0;0;
SC;420020;AGROLÂNDIA;13;64;5;230;30;9;3;291;0;0;18;15;
SC;420950;LAURENTINO;11;36;2;38;54;1;3;262;0;0;3;0;
SC;420915;JOSÉ BOITEUX;1;4;0;43;0;0;0;79;0;0;0;0;
SC;420150;ARMAZÉM;2;16;0;14;0;7;2;53;0;0;0;0;
SC;420860;JABORÁ;0;12;4;26;1;1;4;39;0;0;5;5;
SC;421230;PAULO LOPES;4;40;12;119;16;20;1;303;0;0;5;5;
SC;420050;ÁGUAS DE CHAPECÓ;0;2;2;6;0;0;0;0;0;0;0;0;
SC;420290;BRUSQUE;106;452;62;1.224;174;50;13;1.386;0;31;241;415;
SC;420650;GUARAMIRIM;2;66;0;149;7;0;1;90;0;1;0;0;
SC;421830;TRÊS BARRAS;74;420;72;1.106;120;137;29;675;2;1;18;10;
SC;421770;SOMBRIO;7;35;5;146;16;3;3;269;0;0;0;0;
SC;421175;OTACÍLIO COSTA;12;128;19;415;16;14;1;369;0;2;2;7;
SC;420230;BIGUAÇU;8;29;0;65;1;0;1;66;0;0;0;0;
SC;420590;GASPAR;29;240;17;696;132;37;12;399;1;2;6;4;
SC;420980;LEOBERTO LEAL;1;4;9;4;0;1;2;20;0;0;0;0;
SC;420419;CHAPADÃO DO LAGEADO;0;0;0;0;0;0;0;49;0;0;0;0;
SC;420450;CORUPÁ;14;108;12;290;18;1;6;196;0;0;0;0;
SC;420760;IPIRA;1;106;1;119;3;2;0;117;0;0;0;2;
SC;420410;CAXAMBU DO SUL;16;2;7;10;4;0;0;68;0;0;0;0;
SC;421005;MACIEIRA;1;9;0;6;10;1;0;62;0;0;3;1;
SC;421105;MONTE CARLO;4;26;6;171;25;4;4;57;0;0;3;4;
SC;420270;BOTUVERÁ;0;0;0;0;0;0;0;14;0;0;0;0;
SC;421100;MONDAÍ;5;98;14;482;106;0;0;189;0;0;2;5;
SC;420960;LAURO MULLER;22;34;1;61;6;1;0;48;0;0;8;56;
SC;421150;NOVA TRENTO;1;9;1;20;2;0;0;68;0;0;0;0;
SC;420850;ITUPORANGA;3;47;1;152;56;5;4;111;0;0;0;1;
SC;421850;TREZE TÍLIAS;0;17;3;80;1;1;0;4;0;1;0;0;
SC;421625;SÃO JOÃO DO OESTE;0;20;0;24;38;0;0;0;0;0;0;0;
SC;421600;SÃO CARLOS;4;31;6;183;5;4;6;209;0;0;27;47;
SC;421320;POMERODE;9;107;7;322;18;1;9;484;0;0;20;1;
SC;421725;SÃO PEDRO DE ALCÂNTARA;11;28;1;66;0;3;1;35;0;0;1;0;
SC;420460;CRICIÚMA;260;1.073;124;3.510;454;86;33;2.745;0;28;366;591;
SC;421400;PRESIDENTE GETÚLIO;0;0;0;0;0;0;0;0;0;0;0;1;
SC;421895;URUPEMA;0;2;1;1;1;0;1;12;0;0;0;0;
SC;421003;LUZERNA;4;22;2;38;6;8;7;121;0;0;26;55;
