MS/SAPS/Departamento de Saúde da Família ­ DESF 
Dados sujeitos à alteração 
---Descrição dos Filtros Utilizados---
Competência: AGO/2021.
Estado: SC.
Tipo de Produção: Atendimento Individual.
"Tipo de Atendimento: Cons. agen. prog/cuid. cont., Consulta agendada, Dem. esp. esc. inicial/orient., Dem. esp. consulta no dia, Dem. esp. atendimento urgência."
"Probl/ Condição Avaliada: Asma, Diabetes, DPOC, Hipertensão arterial, Obesidade, Tabagismo, Usuário de álcool, Saúde mental, D.Transmissíveis - Hanseníase, D.Transmissíveis - Tuberculose, Rast. câncer de mama, Rast. câncer do colo do útero."


Uf;Ibge;Municipio;Asma;Diabetes;DPOC;Hipertensão arterial;Obesidade;Tabagismo;Usuário de álcool;Saúde mental;D.Transmissíveis - Hanseníase;D.Transmissíveis - Tuberculose;Rast. câncer de mama;Rast. câncer do colo do útero;
SC;420270;BOTUVERÁ;12;86;14;211;20;9;6;370;0;1;37;74;
SC;420800;ITÁ;1;71;3;175;25;5;12;153;0;0;7;0;
SC;421260;PERITIBA;2;21;8;26;17;1;1;66;0;0;1;0;
SC;421720;SÃO MIGUEL DO OESTE;17;215;26;851;79;9;7;467;0;0;2;3;
SC;421820;TIMBÓ;28;156;13;444;73;36;14;899;0;3;98;165;
SC;421590;SÃO BONIFÁCIO;0;221;0;711;19;1;1;158;0;0;0;15;
SC;420945;LAJEADO GRANDE;3;62;0;114;142;8;0;98;0;0;2;52;
SC;420127;ARABUTÃ;1;14;0;38;24;1;1;133;0;0;15;9;
SC;420543;FORMOSA DO SUL;2;21;4;47;17;5;2;146;0;0;15;14;
SC;420675;IBIAM;1;9;5;25;2;0;0;74;0;0;5;16;
SC;420210;BARRA VELHA;7;176;17;321;64;23;3;403;0;8;133;219;
SC;421917;VARGEM BONITA;1;8;2;15;23;2;2;4;0;0;15;25;
SC;421090;MODELO;3;114;7;108;33;3;11;135;0;0;2;5;
SC;421950;XANXERÊ;24;269;27;635;129;46;12;1.246;0;0;64;207;
SC;420125;APIÚNA;3;57;15;122;35;8;12;281;0;0;1;29;
SC;421505;RIO RUFINO;1;13;10;38;1;1;2;36;0;0;1;1;
SC;421540;SALTO VELOSO;9;8;1;43;15;0;1;95;0;0;0;15;
SC;421600;SÃO CARLOS;0;2;0;0;0;0;0;0;0;0;0;0;
SC;420580;GARUVA;15;110;13;233;44;5;6;153;0;8;41;78;
SC;421420;QUILOMBO;3;50;1;155;27;3;1;523;0;1;46;57;
SC;421185;OURO VERDE;0;17;8;34;2;0;11;101;0;0;16;62;
SC;420100;ANITA GARIBALDI;1;5;4;20;1;4;0;114;0;0;0;0;
SC;420350;CAMPO ERÊ;15;169;9;391;15;32;0;132;0;1;0;0;
SC;421520;ROMELÂNDIA;4;43;0;257;37;5;10;109;0;0;13;39;
SC;420740;IMBUIA;2;102;5;158;52;13;4;138;0;0;0;49;
SC;420310;CAIBI;2;12;2;21;4;2;1;49;0;0;0;0;
SC;420005;ABDON BATISTA;0;7;3;29;0;6;0;23;0;0;1;2;
SC;420519;ERMO;1;150;0;432;4;1;0;19;0;0;2;13;
SC;421220;PAPANDUVA;9;30;13;83;10;1;2;144;0;0;0;0;
SC;420340;CAMPO BELO DO SUL;3;126;7;126;9;5;3;94;0;0;45;59;
SC;421000;LUIZ ALVES;3;254;4;779;50;7;4;367;0;3;4;47;
SC;420419;CHAPADÃO DO LAGEADO;1;3;0;16;2;0;0;38;0;0;0;0;
SC;421835;TREVISO;0;75;2;154;23;0;1;23;0;0;12;24;
SC;421300;PINHEIRO PRETO;10;45;3;124;29;9;1;246;0;0;0;14;
SC;421180;OURO;2;15;0;23;5;2;0;150;0;0;18;31;
SC;420765;IPORÃ DO OESTE;3;89;1;164;31;3;2;238;0;0;1;0;
SC;421125;MORRO GRANDE;5;10;1;33;27;0;0;162;0;0;1;24;
SC;420950;LAURENTINO;5;50;8;93;4;4;5;590;0;0;0;6;
SC;420670;HERVAL D'OESTE;18;125;16;276;21;11;8;579;0;1;27;7;
SC;420555;FREI ROGÉRIO;0;18;2;32;2;2;1;62;0;0;1;0;
SC;420915;JOSÉ BOITEUX;2;15;2;27;37;2;1;30;0;0;0;0;
SC;421227;PASSOS MAIA;1;18;2;30;27;1;1;84;0;0;1;16;
SC;421635;SÃO JOÃO DO ITAPERIÚ;2;47;0;140;3;0;1;144;0;1;32;38;
SC;420960;LAURO MULLER;15;355;9;951;7;3;9;107;0;1;13;116;
SC;421050;MARAVILHA;27;229;20;781;92;11;7;215;2;0;0;29;
SC;420150;ARMAZÉM;1;64;1;170;8;4;0;93;0;0;0;5;
SC;420285;BRAÇO DO TROMBUDO;17;68;15;218;139;25;3;120;0;0;3;0;
SC;420775;IRACEMINHA;5;99;11;386;64;8;2;137;0;0;0;0;
SC;421825;TIMBÓ GRANDE;6;25;9;44;5;8;2;155;0;0;0;1;
SC;421070;MATOS COSTA;3;39;14;37;9;8;0;35;0;0;1;0;
SC;420710;ILHOTA;11;614;11;1.791;15;4;10;759;1;1;4;48;
SC;421650;SÃO JOAQUIM;11;78;16;95;11;2;3;275;0;0;12;58;
SC;421690;SÃO LOURENÇO DO OESTE;11;144;11;234;54;15;7;452;0;8;29;102;
SC;421880;TURVO;11;19;2;67;13;3;4;250;0;1;1;22;
SC;421560;SANTA ROSA DE LIMA;0;28;0;37;11;0;0;45;0;0;0;1;
SC;420215;BELMONTE;1;38;2;115;7;7;3;80;2;0;0;34;
SC;421575;SÃO BERNARDINO;2;34;0;53;20;0;1;18;0;0;0;0;
SC;420515;DOUTOR PEDRINHO;4;42;4;74;23;1;0;36;0;0;1;0;
SC;420590;GASPAR;59;330;26;993;111;16;9;622;2;0;1;15;
SC;421740;SCHROEDER;25;179;9;432;114;24;10;790;0;2;72;112;
SC;421140;NOVA ERECHIM;4;179;0;308;16;2;2;71;0;0;0;0;
SC;421470;RIO DOS CEDROS;10;84;3;155;7;10;2;60;0;0;39;52;
SC;421550;SANTA CECÍLIA;1;10;2;8;1;0;0;17;0;0;0;0;
SC;420370;CANELINHA;4;48;3;30;5;0;1;162;0;3;0;2;
SC;420820;ITAJAÍ;116;1.171;113;2.516;750;243;75;2.893;0;19;848;1.087;
SC;420455;CORREIA PINTO;8;164;18;381;61;14;7;207;0;1;0;0;
SC;420195;BALNEÁRIO ARROIO DO SILVA;10;98;13;362;14;5;2;672;1;1;28;44;
SC;420630;GUABIRUBA;10;45;1;65;7;0;1;135;0;0;27;41;
SC;420620;GRAVATAL;19;129;5;189;35;2;2;750;0;0;0;4;
SC;421555;SANTA HELENA;2;10;2;19;28;5;2;50;0;0;0;0;
SC;421885;UNIÃO DO OESTE;10;19;2;66;1;0;1;86;0;0;0;0;
SC;420940;LAGUNA;25;176;18;338;72;14;4;313;0;2;4;0;
SC;420500;DIONÍSIO CERQUEIRA;7;80;9;264;14;43;1;116;4;0;0;54;
SC;421568;SANTA TEREZINHA DO PROGRESSO;3;14;3;71;15;0;4;94;0;0;0;0;
