MS/SAPS/Departamento de Saúde da Família ­ DESF 
Dados sujeitos à alteração 
---Descrição dos Filtros Utilizados---
Competência: SET/2020.
Estado: SC.
Tipo de Produção: Atendimento Individual.
"Tipo de Atendimento: Cons. agen. prog/cuid. cont., Consulta agendada, Dem. esp. esc. inicial/orient., Dem. esp. consulta no dia, Dem. esp. atendimento urgência."
"Probl/ Condição Avaliada: Asma, Diabetes, DPOC, Hipertensão arterial, Obesidade, Tabagismo, Usuário de álcool, Saúde mental, D.Transmissíveis - Hanseníase, D.Transmissíveis - Tuberculose, Rast. câncer de mama, Rast. câncer do colo do útero."


Uf;Ibge;Municipio;Asma;Diabetes;DPOC;Hipertensão arterial;Obesidade;Tabagismo;Usuário de álcool;Saúde mental;D.Transmissíveis - Hanseníase;D.Transmissíveis - Tuberculose;Rast. câncer de mama;Rast. câncer do colo do útero;
SC;420845;ITAPOÁ;19;232;47;511;127;21;20;663;1;8;19;4;
SC;421390;PRESIDENTE CASTELLO BRANCO;1;4;0;12;6;0;0;114;0;0;1;0;
SC;421890;URUBICI;7;68;4;109;43;0;7;125;0;0;2;9;
SC;420530;FAXINAL DOS GUEDES;2;81;26;500;22;2;3;796;0;0;13;38;
SC;420417;CERRO NEGRO;0;11;1;12;6;0;0;63;0;0;0;0;
SC;421680;SÃO JOSÉ DO CERRITO;5;24;1;22;1;0;0;97;0;0;0;0;
SC;420840;ITAPIRANGA;19;34;11;145;3;7;9;454;0;0;2;5;
SC;420480;CURITIBANOS;20;238;39;599;133;155;19;959;0;0;21;83;
SC;420205;BALNEÁRIO BARRA DO SUL;4;130;6;263;55;18;5;575;1;2;11;17;
SC;421570;SANTO AMARO DA IMPERATRIZ;4;92;5;146;35;13;1;195;0;2;1;7;
SC;421225;PASSO DE TORRES;2;9;1;26;5;1;4;53;0;0;0;1;
SC;420170;ASCURRA;2;56;4;145;16;8;3;411;0;0;0;1;
SC;420430;CONCÓRDIA;38;138;14;272;43;5;4;222;0;1;20;13;
SC;420207;BALNEÁRIO GAIVOTA;14;112;8;322;34;18;4;213;0;0;0;0;
SC;420140;ARARANGUÁ;14;321;31;523;95;6;2;433;0;1;11;6;
SC;421910;VARGEÃO;2;72;8;111;5;0;2;351;0;0;0;1;
SC;421190;PALHOÇA;58;982;33;778;297;54;18;2.282;0;25;111;124;
SC;421187;PAIAL;0;6;0;35;0;0;0;98;0;0;0;3;
SC;421840;TREZE DE MAIO;0;24;1;23;1;1;0;232;0;0;0;19;
SC;420535;FLOR DO SERTÃO;1;43;6;27;13;4;3;53;0;0;1;8;
SC;421335;PONTE ALTA DO NORTE;2;1;2;5;1;0;0;85;0;0;0;22;
SC;420070;ALFREDO WAGNER;5;42;1;62;60;3;3;78;0;0;0;0;
SC;420920;LACERDÓPOLIS;1;6;0;9;9;0;3;45;0;0;0;0;
SC;420380;CANOINHAS;29;129;21;438;20;24;13;678;0;0;81;136;
SC;421900;URUSSANGA;429;345;22;522;104;52;12;1.355;1;0;56;86;
SC;421545;SANGÃO;4;44;0;62;1;2;4;202;0;1;2;0;
SC;420190;AURORA;1;21;3;49;5;1;3;114;0;0;1;1;
SC;421330;PONTE ALTA;8;7;7;20;6;5;0;52;0;0;0;5;
SC;421725;SÃO PEDRO DE ALCÂNTARA;3;19;0;50;2;2;0;84;1;0;0;0;
SC;420435;CORDILHEIRA ALTA;4;2;0;4;2;0;1;48;0;0;0;0;
SC;421350;PORTO BELO;20;201;8;482;43;13;1;526;1;0;6;73;
SC;421810;TIMBÉ DO SUL;8;18;2;43;7;8;2;99;0;0;2;1;
SC;421175;OTACÍLIO COSTA;0;35;5;106;5;0;1;204;0;1;1;0;
SC;420120;ANTÔNIO CARLOS;15;66;4;196;44;13;13;208;1;7;1;0;
SC;420130;ARAQUARI;28;247;21;374;24;10;9;712;1;40;16;117;
SC;421640;SÃO JOÃO DO SUL;2;29;0;58;6;8;0;72;0;0;0;0;
SC;420240;BLUMENAU;186;2.842;71;2.330;390;126;110;2.469;0;292;101;171;
SC;420460;CRICIÚMA;122;1.289;68;2.213;191;47;20;3.644;3;12;205;1.175;
SC;420970;LEBON RÉGIS;3;134;6;484;44;16;10;339;1;1;3;10;
SC;421920;VIDAL RAMOS;2;10;2;73;6;0;0;102;0;0;0;35;
SC;421800;TIJUCAS;4;72;6;144;17;4;2;304;0;2;3;12;
SC;420750;INDAIAL;17;225;11;389;34;10;14;409;2;4;6;80;
SC;421569;SANTIAGO DO SUL;1;4;1;6;12;0;0;29;0;0;0;0;
SC;421110;MONTE CASTELO;8;33;4;96;3;0;0;48;0;0;1;41;
SC;421170;ORLEANS;8;118;16;149;69;4;6;213;0;0;2;1;
SC;421003;LUZERNA;3;34;4;72;9;5;4;111;0;0;0;0;
SC;420165;ARVOREDO;18;156;8;442;116;32;12;232;0;0;2;24;
SC;421715;SÃO MIGUEL DA BOA VISTA;2;21;0;72;32;0;0;9;0;0;0;0;
SC;420540;FLORIANÓPOLIS;139;488;19;818;73;81;30;1.861;0;26;38;373;
SC;421775;SUL BRASIL;4;25;2;40;15;3;0;31;1;2;0;0;
SC;420320;CAMBORIÚ;27;107;12;230;15;2;2;550;0;1;2;48;
SC;421100;MONDAÍ;35;79;6;57;8;0;4;154;1;0;0;0;
SC;421565;SANTA ROSA DO SUL;8;84;10;84;19;13;5;299;0;0;1;31;
SC;420917;JUPIÁ;6;94;9;153;33;6;3;470;0;0;0;0;
SC;421850;TREZE TÍLIAS;1;20;0;26;2;0;1;28;0;0;0;0;
SC;420690;IBIRAMA;9;200;6;459;73;20;0;362;0;0;38;48;
SC;421200;PALMA SOLA;2;30;7;63;22;7;9;97;0;0;4;1;
