MS/SAPS/Departamento de Saúde da Família ­ DESF 
Dados sujeitos à alteração 
---Descrição dos Filtros Utilizados---
Competência: JUN/2016.
Estado: SC.
Tipo de Produção: Atendimento Individual.
"Tipo de Atendimento: Cons. agen. prog/cuid. cont., Consulta agendada, Dem. esp. esc. inicial/orient., Dem. esp. consulta no dia, Dem. esp. atendimento urgência."
"Probl/ Condição Avaliada: Asma, Diabetes, DPOC, Hipertensão arterial, Obesidade, Tabagismo, Usuário de álcool, Saúde mental, D.Transmissíveis - Hanseníase, D.Transmissíveis - Tuberculose, Rast. câncer de mama, Rast. câncer do colo do útero."


Uf;Ibge;Municipio;Asma;Diabetes;DPOC;Hipertensão arterial;Obesidade;Tabagismo;Usuário de álcool;Saúde mental;D.Transmissíveis - Hanseníase;D.Transmissíveis - Tuberculose;Rast. câncer de mama;Rast. câncer do colo do útero;
SC;420020;AGROLÂNDIA;7;84;6;183;26;18;0;252;0;0;2;1;
SC;420500;DIONÍSIO CERQUEIRA;8;50;9;212;33;70;3;72;6;0;38;32;
SC;420940;LAGUNA;60;305;39;678;54;85;28;439;0;0;69;39;
SC;420510;DONA EMMA;8;22;8;54;11;11;0;17;0;0;0;0;
SC;421568;SANTA TEREZINHA DO PROGRESSO;0;3;7;12;0;0;0;7;0;0;0;0;
SC;420810;ITAIÓPOLIS;80;275;68;842;297;45;17;1.266;0;0;113;225;
SC;421480;RIO DO SUL;22;83;20;312;46;10;3;752;0;0;97;96;
SC;420300;CAÇADOR;66;497;86;1.814;208;110;10;754;0;4;106;208;
SC;420315;CALMON;2;21;3;87;19;2;0;27;1;0;22;9;
SC;420517;ENTRE RIOS;7;17;13;54;1;2;1;18;0;0;0;0;
SC;421670;SÃO JOSÉ DO CEDRO;6;48;7;211;2;6;12;393;0;2;15;74;
SC;421620;SÃO FRANCISCO DO SUL;2;72;0;246;4;2;0;42;0;0;0;0;
SC;421535;SALTINHO;2;11;0;100;46;2;0;2;0;0;0;0;
SC;420895;JARDINÓPOLIS;2;32;1;40;3;3;0;72;0;0;1;9;
SC;421875;TUNÁPOLIS;6;26;8;106;0;10;4;228;2;6;26;30;
SC;421860;TROMBUDO CENTRAL;1;57;18;141;18;3;4;62;0;0;0;0;
SC;420260;BOM RETIRO;4;37;1;136;8;5;2;112;0;0;2;0;
SC;421940;WITMARSUM;15;60;12;192;15;3;0;627;0;12;9;3;
SC;421410;PRESIDENTE NEREU;0;9;0;9;0;8;0;100;0;0;14;26;
SC;420660;GUARUJÁ DO SUL;16;16;0;48;41;0;5;24;0;0;9;9;
SC;420870;JACINTO MACHADO;3;0;0;2;0;0;0;8;0;0;0;0;
SC;421660;SÃO JOSÉ;489;2.100;223;4.267;332;275;41;2.618;1;19;336;566;
SC;421280;BALNEÁRIO PIÇARRAS;0;3;0;4;8;0;0;135;0;0;0;0;
SC;420550;FRAIBURGO;90;540;126;1.226;168;52;10;1.222;0;0;70;134;
SC;421755;SERRA ALTA;12;15;3;24;3;0;0;78;0;1;13;116;
SC;421770;SOMBRIO;13;74;1;208;19;5;1;219;0;1;2;8;
SC;421580;SÃO BENTO DO SUL;37;578;19;1.225;10;0;11;328;0;2;0;22;
SC;420325;CAPÃO ALTO;23;19;5;49;5;0;0;17;0;0;0;0;
SC;421380;PRAIA GRANDE;63;53;14;231;13;3;2;332;0;0;6;0;
SC;420985;LINDÓIA DO SUL;2;0;0;9;9;0;0;258;0;0;0;0;
SC;420665;GUATAMBÚ;0;0;0;2;0;0;6;83;0;0;0;0;
SC;421530;SALETE;23;143;32;580;96;40;8;285;0;0;6;42;
SC;421080;MELEIRO;25;20;0;29;5;14;2;521;0;0;5;2;
SC;421130;NAVEGANTES;0;10;7;72;4;0;0;13;1;0;1;24;
SC;421750;SEARA;0;7;0;1;21;0;0;132;0;0;2;0;
SC;421510;RODEIO;29;345;61;1.139;138;48;9;552;0;8;0;12;
SC;421935;VITOR MEIRELES;22;90;56;425;98;36;0;424;0;0;2;0;
SC;420030;AGRONÔMICA;0;0;0;0;0;0;3;28;0;0;0;0;
SC;421460;RIO DO OESTE;6;140;10;492;108;4;8;305;0;0;0;0;
SC;421450;RIO DO CAMPO;6;26;1;80;1;2;0;67;0;0;0;0;
SC;420845;ITAPOÁ;0;89;9;196;23;2;0;136;0;2;0;0;
SC;420530;FAXINAL DOS GUEDES;2;36;7;158;21;5;3;144;0;1;27;58;
