MS/SAPS/Departamento de Saúde da Família ­ DESF 
Dados sujeitos à alteração 
---Descrição dos Filtros Utilizados---
Competência: OUT/2021.
Estado: SC.
Tipo de Produção: Atendimento Individual.
"Tipo de Atendimento: Cons. agen. prog/cuid. cont., Consulta agendada, Dem. esp. esc. inicial/orient., Dem. esp. consulta no dia, Dem. esp. atendimento urgência."
"Probl/ Condição Avaliada: Asma, Diabetes, DPOC, Hipertensão arterial, Obesidade, Tabagismo, Usuário de álcool, Saúde mental, D.Transmissíveis - Hanseníase, D.Transmissíveis - Tuberculose, Rast. câncer de mama, Rast. câncer do colo do útero."


Uf;Ibge;Municipio;Asma;Diabetes;DPOC;Hipertensão arterial;Obesidade;Tabagismo;Usuário de álcool;Saúde mental;D.Transmissíveis - Hanseníase;D.Transmissíveis - Tuberculose;Rast. câncer de mama;Rast. câncer do colo do útero;
SC;420670;HERVAL D'OESTE;18;181;30;310;18;16;13;495;0;0;35;1;
SC;420950;LAURENTINO;2;39;17;87;1;3;2;468;0;1;80;10;
SC;421125;MORRO GRANDE;2;21;0;53;54;0;2;297;0;0;334;33;
SC;420915;JOSÉ BOITEUX;2;102;1;266;53;1;1;29;0;0;0;0;
SC;420555;FREI ROGÉRIO;0;0;2;1;0;0;0;28;0;0;0;0;
SC;420960;LAURO MULLER;8;719;16;1.972;22;6;4;81;0;0;85;180;
SC;421227;PASSOS MAIA;3;14;1;19;19;3;7;65;0;0;25;75;
SC;421050;MARAVILHA;36;181;14;597;79;8;4;186;0;0;1;12;
SC;421635;SÃO JOÃO DO ITAPERIÚ;3;25;0;84;2;1;0;85;0;0;49;84;
SC;420150;ARMAZÉM;12;126;4;395;6;2;1;98;0;1;0;19;
SC;420285;BRAÇO DO TROMBUDO;10;29;19;109;67;25;0;41;0;0;0;1;
SC;420775;IRACEMINHA;2;132;4;343;52;7;5;119;0;0;1;1;
SC;421070;MATOS COSTA;0;22;8;29;6;10;2;15;0;0;0;0;
SC;421825;TIMBÓ GRANDE;3;19;4;39;8;9;2;145;0;0;0;0;
SC;420710;ILHOTA;14;560;7;1.597;25;10;8;464;0;1;8;83;
SC;421650;SÃO JOAQUIM;6;85;17;124;11;5;3;337;0;0;98;135;
SC;421575;SÃO BERNARDINO;2;17;1;31;13;0;0;28;0;0;0;0;
SC;421560;SANTA ROSA DE LIMA;1;8;1;9;32;2;1;60;0;0;0;1;
SC;420215;BELMONTE;2;20;1;40;5;2;0;88;3;3;0;38;
SC;421880;TURVO;18;68;6;129;7;14;2;207;0;0;9;86;
SC;421690;SÃO LOURENÇO DO OESTE;15;137;5;175;53;6;2;444;0;4;5;188;
SC;420515;DOUTOR PEDRINHO;6;49;4;92;2;2;0;47;1;0;4;7;
SC;420820;ITAJAÍ;99;1.368;90;2.374;807;206;77;2.973;1;36;1.460;1.711;
SC;420590;GASPAR;75;352;24;822;113;31;5;558;0;2;10;32;
SC;421740;SCHROEDER;31;174;17;459;119;14;6;647;0;1;105;188;
SC;420370;CANELINHA;2;18;1;65;39;0;0;182;0;0;0;10;
SC;421470;RIO DOS CEDROS;5;50;5;130;6;4;0;57;0;0;180;178;
