MS/SAPS/Departamento de Saúde da Família ­ DESF 
Dados sujeitos à alteração 
---Descrição dos Filtros Utilizados---
Competência: JUL/2019.
Estado: SC.
Tipo de Produção: Atendimento Individual.
"Tipo de Atendimento: Cons. agen. prog/cuid. cont., Consulta agendada, Dem. esp. esc. inicial/orient., Dem. esp. consulta no dia, Dem. esp. atendimento urgência."
"Probl/ Condição Avaliada: Asma, Diabetes, DPOC, Hipertensão arterial, Obesidade, Tabagismo, Usuário de álcool, Saúde mental, D.Transmissíveis - Hanseníase, D.Transmissíveis - Tuberculose, Rast. câncer de mama, Rast. câncer do colo do útero."


Uf;Ibge;Municipio;Asma;Diabetes;DPOC;Hipertensão arterial;Obesidade;Tabagismo;Usuário de álcool;Saúde mental;D.Transmissíveis - Hanseníase;D.Transmissíveis - Tuberculose;Rast. câncer de mama;Rast. câncer do colo do útero;
SC;420510;DONA EMMA;3;8;4;15;1;0;1;16;0;0;0;6;
SC;420940;LAGUNA;40;157;42;199;177;45;28;191;0;0;9;7;
SC;421568;SANTA TEREZINHA DO PROGRESSO;6;44;12;40;38;7;20;115;0;4;6;0;
SC;420020;AGROLÂNDIA;21;30;10;277;27;1;1;438;0;0;1;2;
SC;420500;DIONÍSIO CERQUEIRA;0;27;0;35;61;15;1;59;0;0;15;15;
SC;421480;RIO DO SUL;8;50;6;89;8;9;1;49;0;0;0;99;
SC;420810;ITAIÓPOLIS;12;81;11;223;29;1;6;221;0;0;0;0;
SC;420315;CALMON;2;4;1;19;9;1;0;100;0;0;1;0;
SC;420300;CAÇADOR;25;238;41;599;69;30;2;543;5;1;115;139;
SC;420517;ENTRE RIOS;2;8;3;15;0;1;1;9;0;0;0;1;
SC;421670;SÃO JOSÉ DO CEDRO;4;19;6;156;25;2;2;186;1;0;8;73;
SC;421620;SÃO FRANCISCO DO SUL;3;101;1;246;1;0;3;224;0;0;1;48;
SC;421535;SALTINHO;1;32;4;60;49;9;6;49;0;2;8;8;
SC;421875;TUNÁPOLIS;18;63;12;262;25;7;7;183;0;0;1;4;
SC;420895;JARDINÓPOLIS;1;10;2;19;0;5;1;17;0;0;0;0;
SC;420870;JACINTO MACHADO;20;84;10;108;14;28;6;245;0;0;4;4;
SC;420260;BOM RETIRO;10;39;8;128;5;3;6;72;0;2;0;1;
SC;421410;PRESIDENTE NEREU;6;36;0;67;30;3;0;55;0;4;1;0;
SC;421940;WITMARSUM;12;17;1;59;9;6;1;277;0;0;0;0;
SC;420660;GUARUJÁ DO SUL;16;3;8;82;0;1;2;72;0;0;11;11;
