MS/SAPS/Departamento de Saúde da Família ­ DESF 
Dados sujeitos à alteração 
---Descrição dos Filtros Utilizados---
Competência: SET/2018.
Estado: SC.
Tipo de Produção: Atendimento Individual.
"Tipo de Atendimento: Cons. agen. prog/cuid. cont., Consulta agendada, Dem. esp. esc. inicial/orient., Dem. esp. consulta no dia, Dem. esp. atendimento urgência."
"Probl/ Condição Avaliada: Asma, Diabetes, DPOC, Hipertensão arterial, Obesidade, Tabagismo, Usuário de álcool, Saúde mental, D.Transmissíveis - Hanseníase, D.Transmissíveis - Tuberculose, Rast. câncer de mama, Rast. câncer do colo do útero."


Uf;Ibge;Municipio;Asma;Diabetes;DPOC;Hipertensão arterial;Obesidade;Tabagismo;Usuário de álcool;Saúde mental;D.Transmissíveis - Hanseníase;D.Transmissíveis - Tuberculose;Rast. câncer de mama;Rast. câncer do colo do útero;
SC;420950;LAURENTINO;2;41;25;69;21;3;4;294;0;0;2;0;
SC;420555;FREI ROGÉRIO;1;7;1;14;0;0;0;47;0;0;0;22;
SC;420670;HERVAL D'OESTE;13;92;17;194;11;8;4;160;0;0;3;8;
SC;420915;JOSÉ BOITEUX;0;9;0;11;17;3;0;11;0;0;0;0;
SC;421125;MORRO GRANDE;5;11;4;35;10;0;0;204;0;0;5;0;
SC;420960;LAURO MULLER;16;84;14;235;27;19;0;415;0;7;201;175;
SC;421227;PASSOS MAIA;1;26;0;113;22;6;7;202;0;0;8;11;
SC;421050;MARAVILHA;66;115;40;409;100;31;6;182;0;0;110;28;
SC;421635;SÃO JOÃO DO ITAPERIÚ;0;11;3;50;2;1;2;115;0;0;12;20;
SC;420150;ARMAZÉM;3;11;0;2;0;0;1;5;0;0;0;0;
SC;420285;BRAÇO DO TROMBUDO;1;17;7;115;59;19;1;130;0;0;1;0;
SC;420775;IRACEMINHA;2;18;2;15;1;4;2;154;0;0;0;1;
SC;421825;TIMBÓ GRANDE;1;21;2;50;11;1;1;55;0;0;0;6;
SC;421070;MATOS COSTA;5;10;4;22;0;0;0;18;0;0;0;1;
SC;420710;ILHOTA;22;83;4;295;22;3;3;434;0;1;0;15;
SC;421650;SÃO JOAQUIM;3;33;5;109;3;7;3;79;0;0;1;0;
