MS/SAPS/Departamento de Saúde da Família ­ DESF 
Dados sujeitos à alteração 
---Descrição dos Filtros Utilizados---
Competência: AGO/2020.
Estado: SC.
Tipo de Produção: Atendimento Individual.
"Tipo de Atendimento: Cons. agen. prog/cuid. cont., Consulta agendada, Dem. esp. esc. inicial/orient., Dem. esp. consulta no dia, Dem. esp. atendimento urgência."
"Probl/ Condição Avaliada: Asma, Diabetes, DPOC, Hipertensão arterial, Obesidade, Tabagismo, Usuário de álcool, Saúde mental, D.Transmissíveis - Hanseníase, D.Transmissíveis - Tuberculose, Rast. câncer de mama, Rast. câncer do colo do útero."


Uf;Ibge;Municipio;Asma;Diabetes;DPOC;Hipertensão arterial;Obesidade;Tabagismo;Usuário de álcool;Saúde mental;D.Transmissíveis - Hanseníase;D.Transmissíveis - Tuberculose;Rast. câncer de mama;Rast. câncer do colo do útero;
SC;420800;ITÁ;7;20;4;85;12;2;2;55;0;0;0;0;
SC;421720;SÃO MIGUEL DO OESTE;17;117;12;312;72;11;13;394;1;0;7;6;
SC;420270;BOTUVERÁ;5;27;4;55;4;0;0;112;0;0;0;0;
SC;421260;PERITIBA;4;15;6;21;28;0;2;117;0;0;3;2;
SC;420945;LAJEADO GRANDE;1;259;4;1.115;68;0;0;192;0;0;15;364;
SC;421820;TIMBÓ;16;98;23;297;53;28;9;565;0;24;55;101;
SC;420127;ARABUTÃ;0;2;1;16;9;0;2;37;0;0;4;1;
SC;420543;FORMOSA DO SUL;2;24;0;31;8;1;2;117;2;0;1;0;
SC;420675;IBIAM;0;2;3;6;0;0;1;105;0;0;1;1;
SC;421590;SÃO BONIFÁCIO;3;7;1;32;0;0;0;18;0;0;0;0;
SC;420210;BARRA VELHA;23;107;13;250;15;5;4;550;0;1;11;7;
SC;420125;APIÚNA;7;49;7;116;26;4;1;166;0;1;2;6;
SC;421917;VARGEM BONITA;0;10;0;19;13;0;0;8;0;2;1;1;
SC;421090;MODELO;6;162;4;248;33;5;4;271;2;0;0;4;
SC;421950;XANXERÊ;12;96;16;242;36;18;11;348;0;0;8;6;
SC;421505;RIO RUFINO;3;6;3;4;0;0;1;21;0;0;0;0;
SC;421600;SÃO CARLOS;1;10;2;10;0;0;0;27;0;0;1;21;
SC;421540;SALTO VELOSO;0;5;0;3;0;0;3;96;0;0;0;0;
SC;421420;QUILOMBO;16;118;0;551;44;12;0;565;2;4;12;4;
SC;420100;ANITA GARIBALDI;0;0;0;3;0;2;0;3;0;0;0;0;
SC;420580;GARUVA;3;54;2;71;10;0;1;49;0;7;5;27;
SC;421185;OURO VERDE;2;4;7;32;2;1;9;55;0;1;0;1;
SC;421220;PAPANDUVA;9;30;20;81;13;3;4;78;0;0;2;0;
SC;420310;CAIBI;3;45;1;87;18;6;8;72;0;0;0;0;
SC;420350;CAMPO ERÊ;4;51;12;140;22;10;1;111;0;2;8;8;
SC;421520;ROMELÂNDIA;1;13;0;24;8;6;4;74;1;0;2;17;
SC;420740;IMBUIA;0;5;1;1;1;1;0;13;0;0;0;22;
SC;420005;ABDON BATISTA;0;9;6;45;0;0;0;32;0;0;1;1;
SC;420519;ERMO;0;4;1;3;0;0;1;14;0;0;0;0;
SC;420340;CAMPO BELO DO SUL;0;8;4;25;2;0;1;82;0;0;0;0;
SC;421000;LUIZ ALVES;10;71;2;176;37;2;0;136;1;3;0;6;
SC;420419;CHAPADÃO DO LAGEADO;0;1;0;14;1;0;0;13;0;3;0;0;
SC;420765;IPORÃ DO OESTE;2;34;8;76;37;1;10;53;0;0;1;0;
SC;421300;PINHEIRO PRETO;0;3;0;9;1;0;0;14;0;0;0;0;
SC;421835;TREVISO;6;16;1;13;4;2;0;21;0;0;7;9;
SC;421180;OURO;0;0;0;1;0;0;0;27;0;0;0;0;
SC;420530;FAXINAL DOS GUEDES;6;138;22;690;16;4;2;1.210;0;6;6;0;
SC;420845;ITAPOÁ;25;191;32;321;87;18;20;639;2;10;6;1;
SC;421890;URUBICI;6;44;8;94;6;2;2;85;0;0;0;0;
SC;421680;SÃO JOSÉ DO CERRITO;4;19;2;27;2;3;0;67;0;0;0;0;
SC;421390;PRESIDENTE CASTELLO BRANCO;0;2;0;4;3;1;0;116;0;0;1;0;
SC;420417;CERRO NEGRO;0;1;0;6;6;2;0;55;0;0;0;0;
SC;420840;ITAPIRANGA;10;16;9;87;2;12;11;463;1;0;3;3;
SC;421570;SANTO AMARO DA IMPERATRIZ;1;79;4;136;25;2;2;179;0;2;1;0;
SC;421225;PASSO DE TORRES;4;14;1;33;3;1;2;94;0;0;0;0;
SC;420205;BALNEÁRIO BARRA DO SUL;3;102;4;236;40;10;12;514;0;0;12;14;
SC;420480;CURITIBANOS;35;266;61;624;148;150;13;926;0;0;5;65;
