MS/SAPS/Departamento de Saúde da Família ­ DESF 
Dados sujeitos à alteração 
---Descrição dos Filtros Utilizados---
Competência: JUL/2021.
Estado: SC.
Tipo de Produção: Atendimento Individual.
"Tipo de Atendimento: Cons. agen. prog/cuid. cont., Consulta agendada, Dem. esp. esc. inicial/orient., Dem. esp. consulta no dia, Dem. esp. atendimento urgência."
"Probl/ Condição Avaliada: Asma, Diabetes, DPOC, Hipertensão arterial, Obesidade, Tabagismo, Usuário de álcool, Saúde mental, D.Transmissíveis - Hanseníase, D.Transmissíveis - Tuberculose, Rast. câncer de mama, Rast. câncer do colo do útero."


Uf;Ibge;Municipio;Asma;Diabetes;DPOC;Hipertensão arterial;Obesidade;Tabagismo;Usuário de álcool;Saúde mental;D.Transmissíveis - Hanseníase;D.Transmissíveis - Tuberculose;Rast. câncer de mama;Rast. câncer do colo do útero;
SC;420270;BOTUVERÁ;18;79;8;174;31;7;3;219;0;0;29;68;
SC;420800;ITÁ;4;92;3;233;16;9;5;136;0;0;7;3;
SC;421260;PERITIBA;5;44;4;182;15;3;1;55;0;0;6;0;
SC;421720;SÃO MIGUEL DO OESTE;4;84;9;281;19;2;6;160;0;0;0;1;
SC;421590;SÃO BONIFÁCIO;2;144;0;465;14;0;2;53;1;0;4;62;
SC;420945;LAJEADO GRANDE;4;120;3;238;134;10;0;84;0;0;2;63;
SC;420543;FORMOSA DO SUL;0;27;0;63;23;6;2;147;0;0;9;9;
SC;421820;TIMBÓ;14;114;16;400;52;22;5;797;0;6;95;119;
SC;420675;IBIAM;1;6;3;15;0;1;1;87;0;0;3;4;
SC;420127;ARABUTÃ;2;9;1;27;11;0;0;96;0;0;20;14;
SC;421917;VARGEM BONITA;0;10;5;9;23;0;1;0;0;0;16;46;
SC;420210;BARRA VELHA;20;188;12;360;40;5;5;504;0;6;114;170;
SC;421950;XANXERÊ;41;276;22;663;98;31;22;1.305;0;0;72;154;
SC;420125;APIÚNA;12;51;7;112;9;1;1;272;0;0;0;17;
SC;421505;RIO RUFINO;6;15;9;21;3;1;5;31;0;0;0;0;
SC;421090;MODELO;5;72;2;82;25;0;3;143;0;1;0;5;
SC;421600;SÃO CARLOS;14;9;0;34;2;5;0;33;0;0;7;46;
SC;421540;SALTO VELOSO;4;16;3;36;19;0;2;76;0;0;0;7;
SC;421420;QUILOMBO;5;33;4;146;23;2;4;597;0;2;32;50;
SC;420580;GARUVA;15;103;8;281;35;10;5;153;0;21;34;54;
SC;421185;OURO VERDE;1;14;8;38;2;1;8;99;0;0;22;81;
SC;420100;ANITA GARIBALDI;0;9;4;39;4;4;1;132;0;0;0;0;
SC;420740;IMBUIA;3;90;3;127;36;1;11;143;0;0;0;30;
SC;421220;PAPANDUVA;7;17;4;75;21;1;3;120;0;0;0;0;
SC;420310;CAIBI;1;22;0;23;7;1;3;44;0;0;0;0;
SC;421520;ROMELÂNDIA;2;16;1;74;7;3;7;74;0;0;4;19;
SC;420350;CAMPO ERÊ;12;216;7;184;10;11;1;85;0;0;0;2;
SC;420005;ABDON BATISTA;0;16;6;47;0;2;2;96;0;0;0;6;
SC;420519;ERMO;5;58;2;186;2;0;1;43;0;0;0;29;
SC;420340;CAMPO BELO DO SUL;1;30;4;72;12;1;4;39;0;2;20;22;
SC;421000;LUIZ ALVES;5;261;0;834;49;5;1;399;0;6;0;40;
SC;420419;CHAPADÃO DO LAGEADO;0;18;0;46;1;0;0;19;0;0;0;0;
SC;421835;TREVISO;1;310;1;311;26;0;0;3;0;0;10;18;
SC;421300;PINHEIRO PRETO;5;29;3;50;20;0;0;113;0;0;0;10;
SC;421180;OURO;0;11;0;22;3;2;0;146;0;0;6;23;
SC;420765;IPORÃ DO OESTE;1;32;3;93;10;0;1;199;0;0;0;0;
SC;421125;MORRO GRANDE;4;43;4;29;27;0;2;233;0;0;2;14;
SC;420950;LAURENTINO;5;54;14;92;2;4;9;518;0;0;2;2;
SC;420670;HERVAL D'OESTE;12;110;20;194;20;6;4;426;1;0;11;2;
SC;420555;FREI ROGÉRIO;0;15;0;14;4;0;1;26;0;0;0;0;
SC;420915;JOSÉ BOITEUX;1;7;0;12;18;0;1;21;0;0;0;0;
SC;420960;LAURO MULLER;4;282;16;783;19;2;7;333;1;2;6;111;
SC;421635;SÃO JOÃO DO ITAPERIÚ;0;51;0;105;4;9;3;106;0;0;30;60;
