MS/SAPS/Departamento de Saúde da Família ­ DESF 
Dados sujeitos à alteração 
---Descrição dos Filtros Utilizados---
Competência: NOV/2018.
Estado: SC.
Tipo de Produção: Atendimento Individual.
"Tipo de Atendimento: Cons. agen. prog/cuid. cont., Consulta agendada, Dem. esp. esc. inicial/orient., Dem. esp. consulta no dia, Dem. esp. atendimento urgência."
"Probl/ Condição Avaliada: Asma, Diabetes, DPOC, Hipertensão arterial, Obesidade, Tabagismo, Usuário de álcool, Saúde mental, D.Transmissíveis - Hanseníase, D.Transmissíveis - Tuberculose, Rast. câncer de mama, Rast. câncer do colo do útero."


Uf;Ibge;Municipio;Asma;Diabetes;DPOC;Hipertensão arterial;Obesidade;Tabagismo;Usuário de álcool;Saúde mental;D.Transmissíveis - Hanseníase;D.Transmissíveis - Tuberculose;Rast. câncer de mama;Rast. câncer do colo do útero;
SC;420270;BOTUVERÁ;6;38;10;85;11;1;0;97;0;2;2;25;
SC;421260;PERITIBA;12;46;8;68;39;6;11;144;0;0;13;42;
SC;421720;SÃO MIGUEL DO OESTE;32;72;19;214;131;21;15;612;1;3;69;108;
SC;420800;ITÁ;17;30;5;255;29;6;9;176;0;1;48;41;
SC;421820;TIMBÓ;47;209;19;496;63;24;1;729;0;0;123;213;
SC;420945;LAJEADO GRANDE;2;13;0;41;14;1;0;19;0;0;3;9;
SC;420543;FORMOSA DO SUL;1;52;5;305;1;3;3;120;3;0;0;32;
SC;420127;ARABUTÃ;0;5;0;35;17;0;1;48;0;0;0;0;
SC;421590;SÃO BONIFÁCIO;22;15;0;10;1;1;0;44;0;0;0;0;
SC;420125;APIÚNA;3;33;1;77;41;8;1;189;0;0;1;0;
SC;421950;XANXERÊ;25;272;22;541;131;46;9;1.929;1;0;145;248;
SC;421917;VARGEM BONITA;0;39;3;117;38;23;0;111;0;0;32;42;
SC;421090;MODELO;4;43;4;78;39;2;10;183;0;0;46;58;
SC;420210;BARRA VELHA;7;112;7;245;35;11;3;170;0;18;149;240;
SC;421505;RIO RUFINO;0;2;1;9;0;0;0;25;0;0;0;0;
SC;421600;SÃO CARLOS;4;44;11;175;11;7;3;158;0;1;0;10;
SC;421540;SALTO VELOSO;4;21;0;32;3;0;1;68;0;0;0;0;
SC;421185;OURO VERDE;14;30;10;116;4;2;4;100;0;6;90;288;
SC;420100;ANITA GARIBALDI;1;1;0;14;0;3;3;48;0;1;0;0;
SC;421420;QUILOMBO;13;116;10;389;66;38;8;300;0;2;74;142;
SC;420580;GARUVA;0;21;1;27;2;3;0;29;0;2;4;10;
SC;421220;PAPANDUVA;7;85;9;314;17;9;6;128;1;0;0;0;
SC;420350;CAMPO ERÊ;4;31;3;60;54;8;0;135;0;0;0;34;
SC;420310;CAIBI;11;48;4;208;7;11;5;280;0;3;11;11;
SC;421520;ROMELÂNDIA;2;5;2;11;4;6;8;21;0;0;0;7;
SC;420005;ABDON BATISTA;0;7;2;41;18;0;8;33;0;0;0;6;
SC;420519;ERMO;2;15;3;39;0;11;0;123;0;0;9;12;
SC;420740;IMBUIA;1;17;3;63;0;0;1;84;0;0;1;0;
SC;421000;LUIZ ALVES;0;65;8;180;137;12;1;109;2;14;13;102;
SC;420340;CAMPO BELO DO SUL;5;5;4;30;0;2;0;48;0;0;0;0;
SC;420419;CHAPADÃO DO LAGEADO;0;0;0;0;0;1;0;39;0;0;0;0;
SC;421835;TREVISO;0;12;0;13;26;1;0;0;0;0;39;132;
SC;421180;OURO;3;24;3;81;21;2;3;92;0;0;1;3;
SC;420765;IPORÃ DO OESTE;8;33;4;61;34;0;4;106;0;2;0;0;
SC;421300;PINHEIRO PRETO;2;60;7;151;43;7;0;178;0;0;3;20;
SC;420670;HERVAL D'OESTE;12;152;12;243;10;4;11;153;1;0;0;5;
SC;420915;JOSÉ BOITEUX;0;7;0;9;37;0;0;4;0;0;0;0;
SC;420555;FREI ROGÉRIO;0;4;0;3;1;0;0;33;0;0;0;24;
SC;420950;LAURENTINO;5;56;34;99;45;7;5;328;1;0;2;0;
SC;421125;MORRO GRANDE;0;13;2;55;31;0;0;249;0;0;9;0;
SC;421635;SÃO JOÃO DO ITAPERIÚ;2;15;0;48;0;1;2;80;0;0;26;57;
SC;420960;LAURO MULLER;8;25;5;69;4;1;1;217;1;3;40;99;
SC;421227;PASSOS MAIA;3;30;2;75;29;8;11;142;0;0;10;26;
SC;421050;MARAVILHA;7;77;44;263;67;7;5;79;2;0;37;44;
SC;420150;ARMAZÉM;1;25;1;12;0;3;2;22;0;0;0;0;
SC;420775;IRACEMINHA;3;5;0;8;4;0;0;134;0;0;0;1;
SC;420285;BRAÇO DO TROMBUDO;1;42;9;125;79;12;0;197;0;0;0;0;
SC;421825;TIMBÓ GRANDE;3;17;2;49;9;4;1;63;0;0;0;1;
SC;421070;MATOS COSTA;5;8;2;18;1;2;2;8;0;0;0;4;
SC;421650;SÃO JOAQUIM;11;56;4;133;6;7;2;104;0;0;1;0;
SC;420710;ILHOTA;24;79;6;181;20;3;3;379;0;15;2;38;
SC;421880;TURVO;5;28;8;103;4;19;4;90;0;0;9;34;
SC;421690;SÃO LOURENÇO DO OESTE;9;83;5;253;39;18;3;494;0;0;31;103;
SC;420515;DOUTOR PEDRINHO;0;26;0;67;17;7;2;297;0;0;0;0;
SC;420215;BELMONTE;0;6;5;16;0;0;1;60;0;0;0;48;
SC;421575;SÃO BERNARDINO;0;9;0;65;24;1;1;24;0;0;0;0;
SC;421560;SANTA ROSA DE LIMA;0;8;0;10;13;2;0;29;0;0;0;0;
SC;420820;ITAJAÍ;101;1.218;115;2.730;708;213;79;2.459;0;12;739;985;
SC;420590;GASPAR;22;142;2;238;37;23;1;166;0;1;2;62;
SC;421740;SCHROEDER;64;59;31;174;121;36;7;398;0;0;14;19;
SC;420370;CANELINHA;0;50;17;39;5;0;0;12;0;2;1;1;
SC;421550;SANTA CECÍLIA;6;52;2;121;2;0;1;160;0;0;9;17;
SC;420455;CORREIA PINTO;9;45;12;121;21;4;3;170;0;0;0;2;
SC;421140;NOVA ERECHIM;4;35;1;71;41;4;0;101;0;0;0;2;
SC;421470;RIO DOS CEDROS;8;55;1;157;82;20;7;105;0;0;42;42;
SC;421555;SANTA HELENA;1;12;8;24;2;4;11;86;0;0;0;0;
SC;420630;GUABIRUBA;42;291;42;777;212;27;12;1.045;0;0;69;83;
SC;420195;BALNEÁRIO ARROIO DO SILVA;23;140;7;395;153;35;7;491;0;0;9;31;
SC;420620;GRAVATAL;2;17;1;12;0;0;1;42;0;0;1;15;
SC;421885;UNIÃO DO OESTE;3;4;1;56;0;1;1;77;0;0;1;1;
SC;420940;LAGUNA;30;126;6;216;84;6;5;281;0;2;60;114;
SC;420020;AGROLÂNDIA;5;3;2;50;4;0;0;50;0;0;1;4;
SC;421568;SANTA TEREZINHA DO PROGRESSO;2;36;4;29;12;1;4;86;0;1;17;5;
