MS/SAPS/Departamento de Saúde da Família ­ DESF 
Dados sujeitos à alteração 
---Descrição dos Filtros Utilizados---
Competência: MAR/2016.
Estado: SC.
Tipo de Produção: Atendimento Individual.
"Tipo de Atendimento: Cons. agen. prog/cuid. cont., Consulta agendada, Dem. esp. esc. inicial/orient., Dem. esp. consulta no dia, Dem. esp. atendimento urgência."
"Probl/ Condição Avaliada: Asma, Diabetes, DPOC, Hipertensão arterial, Obesidade, Tabagismo, Usuário de álcool, Saúde mental, D.Transmissíveis - Hanseníase, D.Transmissíveis - Tuberculose, Rast. câncer de mama, Rast. câncer do colo do útero."


Uf;Ibge;Municipio;Asma;Diabetes;DPOC;Hipertensão arterial;Obesidade;Tabagismo;Usuário de álcool;Saúde mental;D.Transmissíveis - Hanseníase;D.Transmissíveis - Tuberculose;Rast. câncer de mama;Rast. câncer do colo do útero;
SC;420540;FLORIANÓPOLIS;237;1.262;104;3.183;192;201;60;2.423;2;112;45;11;
SC;421715;SÃO MIGUEL DA BOA VISTA;6;7;2;19;1;4;4;41;0;0;0;114;
SC;421003;LUZERNA;26;46;19;207;20;21;8;340;0;0;87;121;
SC;420165;ARVOREDO;4;15;13;83;46;6;10;65;0;0;3;1;
SC;420320;CAMBORIÚ;22;273;29;720;83;36;22;394;0;6;29;88;
SC;421565;SANTA ROSA DO SUL;6;88;10;362;4;1;2;512;0;0;0;2;
SC;421100;MONDAÍ;1;96;2;427;25;0;3;231;2;0;6;43;
SC;420770;IPUMIRIM;4;41;6;211;38;25;8;113;0;5;21;55;
SC;421850;TREZE TÍLIAS;8;17;0;14;0;0;1;9;0;0;0;0;
SC;420860;JABORÁ;15;13;4;16;0;1;4;125;0;0;11;11;
SC;421315;PLANALTO ALEGRE;5;9;0;171;60;1;3;114;0;0;46;31;
SC;420243;BOCAINA DO SUL;6;5;0;4;3;1;0;16;0;0;2;0;
SC;421830;TRÊS BARRAS;64;235;54;776;96;129;17;549;1;1;4;3;
SC;421760;SIDERÓPOLIS;24;88;12;195;128;47;8;191;0;0;25;34;
SC;420090;ANGELINA;6;22;20;108;4;0;0;140;0;0;16;96;
SC;421415;PRINCESA;0;22;2;46;0;4;0;12;0;0;2;46;
SC;420650;GUARAMIRIM;4;34;4;202;8;0;2;70;0;88;0;0;
SC;420230;BIGUAÇU;11;31;3;26;9;0;4;45;0;2;0;0;
SC;420425;COCAL DO SUL;22;100;12;266;60;44;10;242;0;0;26;42;
SC;421500;RIO NEGRINHO;33;448;29;831;46;0;5;484;0;0;2;4;
SC;421010;MAFRA;34;368;50;856;32;10;22;800;0;2;2;0;
SC;420520;ERVAL VELHO;0;0;0;0;4;15;0;51;0;0;0;0;
SC;421870;TUBARÃO;162;850;98;1.876;257;68;21;2.739;0;5;250;220;
SC;420490;DESCANSO;2;166;18;480;22;10;8;214;0;0;136;132;
SC;421310;PIRATUBA;12;15;6;90;3;0;0;372;0;0;30;6;
SC;420040;ÁGUA DOCE;8;7;1;47;3;0;1;44;0;0;0;0;
SC;421005;MACIEIRA;3;7;2;14;15;0;0;102;0;0;0;2;
SC;420180;ATALANTA;8;88;8;496;56;0;0;160;0;0;0;0;
SC;420600;GOVERNADOR CELSO RAMOS;18;35;4;99;0;0;0;124;0;0;2;60;
SC;421205;PALMEIRA;2;4;0;13;2;0;2;13;0;0;0;0;
SC;420257;BOM JESUS DO OESTE;0;0;0;1;0;0;0;14;0;0;0;0;
SC;421360;PORTO UNIÃO;7;61;12;151;41;1;1;70;0;0;0;2;
SC;421150;NOVA TRENTO;8;62;7;373;15;3;2;418;0;5;1;7;
SC;420220;BENEDITO NOVO;4;68;2;237;4;10;4;68;0;7;2;0;
SC;420790;IRINEÓPOLIS;0;32;0;270;0;0;0;72;2;0;0;0;
SC;420730;IMBITUBA;0;680;0;720;0;0;0;1;0;0;0;0;
SC;420208;BANDEIRANTE;0;0;0;5;0;1;1;0;0;0;0;0;
SC;421625;SÃO JOÃO DO OESTE;30;99;16;608;77;16;6;364;0;0;44;28;
SC;421230;PAULO LOPES;8;53;13;268;20;18;3;441;0;0;0;0;
SC;420990;LONTRAS;2;40;10;209;66;4;4;343;0;0;0;0;
SC;420768;IPUAÇU;4;54;1;158;2;0;2;148;0;0;11;2;
SC;421223;PARAÍSO;5;14;1;55;0;0;4;36;0;0;0;0;
SC;420930;LAGES;105;786;95;2.200;169;177;78;1.686;2;3;108;252;
SC;421320;POMERODE;40;274;22;698;56;2;2;1.041;0;0;30;0;
SC;421060;MASSARANDUBA;4;100;10;380;6;16;6;286;2;0;0;0;
SC;420785;IRATI;0;0;0;1;0;0;0;2;0;0;6;4;
SC;421165;NOVO HORIZONTE;3;3;6;46;12;0;0;110;0;0;8;26;
SC;420209;BARRA BONITA;2;24;7;90;12;7;3;108;0;0;12;11;
SC;422000;BALNEÁRIO RINCÃO;31;212;17;507;73;22;5;777;0;4;85;36;
SC;420360;CAMPOS NOVOS;14;62;14;218;36;24;0;144;0;0;2;6;
SC;421160;NOVA VENEZA;0;45;0;14;0;5;0;6;0;0;0;0;
SC;421055;MAREMA;0;0;0;1;1;0;3;11;0;0;0;0;
SC;420250;BOM JARDIM DA SERRA;0;0;0;0;0;0;0;2;0;0;0;0;
SC;420760;IPIRA;5;50;5;86;8;13;5;590;0;0;0;4;
SC;420080;ANCHIETA;5;27;13;115;5;0;0;111;0;2;84;100;
SC;420445;CORONEL MARTINS;10;85;12;52;10;0;2;64;0;0;0;0;
SC;421265;PESCARIA BRAVA;7;46;0;62;12;10;0;38;0;3;0;0;
SC;421490;RIO FORTUNA;1;0;0;14;1;0;1;70;0;0;9;6;
SC;421730;SAUDADES;2;5;3;19;2;3;1;1;0;0;0;0;
SC;421720;SÃO MIGUEL DO OESTE;29;46;28;109;78;6;5;161;1;2;12;33;
SC;420270;BOTUVERÁ;0;2;0;6;1;0;0;21;0;0;0;0;
SC;421260;PERITIBA;0;0;0;0;0;0;0;1;0;0;0;0;
SC;420127;ARABUTÃ;5;17;5;132;12;5;0;162;0;0;3;1;
SC;421820;TIMBÓ;30;391;34;1.103;19;84;18;1.310;0;2;0;0;
SC;420945;LAJEADO GRANDE;0;0;0;36;0;0;0;42;0;0;0;0;
SC;421917;VARGEM BONITA;8;67;10;249;45;21;7;223;0;0;29;36;
SC;421950;XANXERÊ;48;374;27;989;86;30;28;1.778;0;1;231;180;
SC;420210;BARRA VELHA;28;157;27;546;28;1;0;287;2;0;18;66;
SC;421505;RIO RUFINO;1;0;1;1;0;0;0;10;0;0;0;0;
SC;420125;APIÚNA;26;156;24;398;150;62;22;512;0;2;50;32;
SC;421090;MODELO;8;0;0;12;0;0;0;8;0;0;0;12;
SC;421600;SÃO CARLOS;2;30;2;184;2;4;3;209;0;0;14;19;
SC;421540;SALTO VELOSO;0;17;3;30;2;2;0;105;0;0;0;0;
SC;420100;ANITA GARIBALDI;4;12;6;45;4;4;3;39;0;0;0;0;
SC;421185;OURO VERDE;8;31;3;177;13;9;0;60;0;0;9;6;
SC;420580;GARUVA;0;44;0;65;1;0;0;2;0;0;0;0;
SC;420740;IMBUIA;8;19;15;111;2;3;1;181;0;0;7;5;
SC;420310;CAIBI;4;96;0;820;29;31;4;168;4;0;9;10;
SC;421220;PAPANDUVA;4;75;7;285;4;7;2;89;0;0;15;25;
SC;420005;ABDON BATISTA;0;1;3;10;0;0;1;0;0;0;0;0;
SC;421520;ROMELÂNDIA;0;6;2;26;1;0;0;7;1;0;13;20;
SC;420350;CAMPO ERÊ;0;28;4;148;0;0;0;124;0;0;4;0;
SC;420519;ERMO;0;0;0;0;0;0;0;1;0;0;0;0;
SC;421000;LUIZ ALVES;4;25;2;85;24;5;1;84;0;0;0;11;
SC;420340;CAMPO BELO DO SUL;2;28;3;71;3;0;1;61;0;0;4;0;
SC;420419;CHAPADÃO DO LAGEADO;0;0;0;0;1;1;0;44;0;0;0;0;
SC;421835;TREVISO;8;46;6;188;24;0;0;288;0;0;4;10;
SC;420765;IPORÃ DO OESTE;16;32;22;206;2;2;2;372;2;2;12;4;
SC;420915;JOSÉ BOITEUX;3;22;0;127;3;0;3;220;0;0;0;3;
SC;420950;LAURENTINO;20;105;48;195;172;4;4;1.081;0;0;3;0;
SC;420670;HERVAL D'OESTE;8;90;13;269;10;0;3;95;0;2;2;3;
SC;420555;FREI ROGÉRIO;2;33;6;65;61;7;9;97;0;1;0;0;
SC;421125;MORRO GRANDE;1;1;1;3;0;1;0;0;0;0;0;0;
SC;421635;SÃO JOÃO DO ITAPERIÚ;1;43;3;117;4;6;1;108;0;5;19;25;
SC;421050;MARAVILHA;7;47;17;164;39;9;5;112;3;0;24;43;
SC;420960;LAURO MULLER;0;36;7;91;7;6;0;87;0;0;57;64;
SC;420150;ARMAZÉM;12;17;0;18;0;2;0;26;0;0;7;0;
SC;420285;BRAÇO DO TROMBUDO;12;94;8;654;96;12;0;72;0;0;2;0;
SC;420775;IRACEMINHA;4;0;4;5;2;0;5;47;0;0;0;0;
SC;421825;TIMBÓ GRANDE;1;37;4;99;11;1;0;64;0;0;0;16;
SC;421070;MATOS COSTA;7;27;0;42;1;11;0;49;0;0;0;5;
SC;420710;ILHOTA;17;81;6;178;53;9;0;202;0;3;3;2;
SC;421650;SÃO JOAQUIM;11;100;29;371;52;21;5;150;1;0;6;19;
SC;420215;BELMONTE;0;17;4;77;0;0;2;0;0;0;1;0;
SC;421690;SÃO LOURENÇO DO OESTE;25;142;12;594;28;36;7;94;0;3;17;13;
SC;421560;SANTA ROSA DE LIMA;3;5;2;15;26;0;2;103;0;0;0;2;
SC;421575;SÃO BERNARDINO;4;29;0;70;28;0;0;14;0;0;0;0;
SC;421880;TURVO;2;2;1;16;0;0;0;2;0;0;0;6;
SC;420590;GASPAR;21;376;23;1.061;165;110;14;574;0;1;44;48;
SC;420820;ITAJAÍ;50;722;81;1.670;331;96;31;1.026;0;14;394;551;
