MS/SAPS/Departamento de Saúde da Família ­ DESF 
Dados sujeitos à alteração 
---Descrição dos Filtros Utilizados---
Competência: ABR/2017.
Estado: SC.
Tipo de Produção: Atendimento Individual.
"Tipo de Atendimento: Cons. agen. prog/cuid. cont., Consulta agendada, Dem. esp. esc. inicial/orient., Dem. esp. consulta no dia, Dem. esp. atendimento urgência."
"Probl/ Condição Avaliada: Asma, Diabetes, DPOC, Hipertensão arterial, Obesidade, Tabagismo, Usuário de álcool, Saúde mental, D.Transmissíveis - Hanseníase, D.Transmissíveis - Tuberculose, Rast. câncer de mama, Rast. câncer do colo do útero."


Uf;Ibge;Municipio;Asma;Diabetes;DPOC;Hipertensão arterial;Obesidade;Tabagismo;Usuário de álcool;Saúde mental;D.Transmissíveis - Hanseníase;D.Transmissíveis - Tuberculose;Rast. câncer de mama;Rast. câncer do colo do útero;
SC;420800;ITÁ;220;16;0;172;10;0;10;148;0;0;54;122;
SC;421720;SÃO MIGUEL DO OESTE;29;47;22;160;39;31;3;411;1;1;41;44;
SC;420270;BOTUVERÁ;0;13;3;46;4;1;0;45;0;0;1;29;
SC;420675;IBIAM;0;0;0;0;0;0;0;1;0;0;0;8;
SC;420945;LAJEADO GRANDE;1;0;0;13;1;1;0;104;0;1;0;0;
SC;420543;FORMOSA DO SUL;0;100;4;890;0;0;0;2;0;0;0;42;
SC;421590;SÃO BONIFÁCIO;0;1;7;13;0;2;0;13;0;0;0;0;
SC;421820;TIMBÓ;54;273;20;619;13;53;4;753;2;7;0;0;
SC;420127;ARABUTÃ;1;5;0;14;2;0;1;31;0;0;2;3;
SC;421090;MODELO;16;85;2;88;12;0;0;290;0;0;35;80;
SC;420125;APIÚNA;25;72;19;174;61;7;1;142;0;0;2;1;
SC;420210;BARRA VELHA;5;82;4;139;15;7;3;26;0;0;33;66;
SC;421950;XANXERÊ;27;175;23;620;98;52;17;1.058;0;1;171;104;
