MS/SAPS/Departamento de Saúde da Família ­ DESF 
Dados sujeitos à alteração 
---Descrição dos Filtros Utilizados---
Competência: MAI/2015.
Estado: SC.
Tipo de Produção: Atendimento Individual.
"Tipo de Atendimento: Cons. agen. prog/cuid. cont., Consulta agendada, Dem. esp. esc. inicial/orient., Dem. esp. consulta no dia, Dem. esp. atendimento urgência."
"Probl/ Condição Avaliada: Asma, Diabetes, DPOC, Hipertensão arterial, Obesidade, Tabagismo, Usuário de álcool, Saúde mental, D.Transmissíveis - Hanseníase, D.Transmissíveis - Tuberculose, Rast. câncer de mama, Rast. câncer do colo do útero."


Uf;Ibge;Municipio;Asma;Diabetes;DPOC;Hipertensão arterial;Obesidade;Tabagismo;Usuário de álcool;Saúde mental;D.Transmissíveis - Hanseníase;D.Transmissíveis - Tuberculose;Rast. câncer de mama;Rast. câncer do colo do útero;
SC;421715;SÃO MIGUEL DA BOA VISTA;0;0;0;0;0;0;2;1;0;0;0;0;
SC;421635;SÃO JOÃO DO ITAPERIÚ;9;18;0;55;6;0;1;98;0;1;17;27;
SC;420930;LAGES;5;27;8;62;1;24;1;26;0;0;5;0;
SC;420070;ALFREDO WAGNER;0;0;0;1;0;0;0;0;0;0;0;0;
SC;420330;CAMPO ALEGRE;4;7;0;39;0;0;0;10;0;0;1;0;
SC;421580;SÃO BENTO DO SUL;22;108;6;394;8;0;1;118;0;0;0;0;
SC;420280;BRAÇO DO NORTE;2;10;6;26;5;9;8;51;0;0;10;8;
SC;420080;ANCHIETA;4;14;5;97;17;1;0;75;1;0;0;1;
SC;420287;BRUNÓPOLIS;1;0;0;15;0;33;1;15;0;0;0;0;
SC;420370;CANELINHA;7;6;15;15;0;0;0;46;0;0;0;1;
SC;421010;MAFRA;4;24;2;89;0;0;1;15;0;0;0;0;
SC;421205;PALMEIRA;0;19;1;78;19;6;2;57;0;0;1;0;
SC;421890;URUBICI;0;26;14;117;15;0;0;80;0;0;0;1;
SC;420417;CERRO NEGRO;6;8;13;22;8;3;1;7;0;0;0;0;
SC;421917;VARGEM BONITA;12;27;8;116;24;9;0;59;0;0;27;30;
SC;421060;MASSARANDUBA;0;19;0;132;0;0;1;30;0;0;0;0;
