MS/SAPS/Departamento de Saúde da Família ­ DESF 
Dados sujeitos à alteração 
---Descrição dos Filtros Utilizados---
Competência: JUL/2016.
Estado: SC.
Tipo de Produção: Atendimento Individual.
"Tipo de Atendimento: Cons. agen. prog/cuid. cont., Consulta agendada, Dem. esp. esc. inicial/orient., Dem. esp. consulta no dia, Dem. esp. atendimento urgência."
"Probl/ Condição Avaliada: Asma, Diabetes, DPOC, Hipertensão arterial, Obesidade, Tabagismo, Usuário de álcool, Saúde mental, D.Transmissíveis - Hanseníase, D.Transmissíveis - Tuberculose, Rast. câncer de mama, Rast. câncer do colo do útero."


Uf;Ibge;Municipio;Asma;Diabetes;DPOC;Hipertensão arterial;Obesidade;Tabagismo;Usuário de álcool;Saúde mental;D.Transmissíveis - Hanseníase;D.Transmissíveis - Tuberculose;Rast. câncer de mama;Rast. câncer do colo do útero;
SC;421720;SÃO MIGUEL DO OESTE;19;64;24;236;81;17;13;293;1;0;52;22;
SC;420800;ITÁ;89;25;3;172;3;0;0;150;0;0;12;17;
SC;420270;BOTUVERÁ;0;0;0;1;0;0;2;13;0;0;0;0;
SC;421820;TIMBÓ;27;353;24;867;30;107;6;1.116;0;3;0;0;
SC;420127;ARABUTÃ;3;32;18;117;25;10;2;110;0;0;5;0;
SC;420945;LAJEADO GRANDE;4;2;0;32;10;0;0;60;0;0;0;0;
SC;420543;FORMOSA DO SUL;0;36;1;304;1;3;2;23;0;0;0;0;
SC;421590;SÃO BONIFÁCIO;1;16;6;42;3;0;1;23;0;0;0;0;
SC;421950;XANXERÊ;48;293;41;847;82;47;35;1.498;0;0;254;229;
SC;421917;VARGEM BONITA;19;42;9;168;28;45;0;70;0;0;20;22;
SC;420210;BARRA VELHA;26;111;42;240;10;25;4;297;0;0;30;108;
SC;421090;MODELO;39;168;11;259;18;51;12;391;0;0;167;275;
SC;420125;APIÚNA;50;174;21;422;212;83;16;462;0;0;68;74;
SC;421505;RIO RUFINO;2;2;3;6;0;0;3;27;0;0;0;0;
SC;421600;SÃO CARLOS;1;28;1;144;2;1;0;151;0;0;22;8;
SC;421540;SALTO VELOSO;6;9;6;15;2;1;0;84;0;0;1;0;
SC;421185;OURO VERDE;7;11;2;80;5;12;2;62;0;0;39;45;
SC;420580;GARUVA;2;86;7;91;8;8;2;33;0;1;0;0;
SC;421420;QUILOMBO;10;12;2;24;16;0;0;312;0;2;0;0;
SC;420100;ANITA GARIBALDI;1;10;3;32;4;9;1;39;0;0;0;0;
SC;421220;PAPANDUVA;14;201;13;613;17;15;4;196;1;0;26;69;
SC;420350;CAMPO ERÊ;5;54;23;144;122;0;0;295;0;0;16;46;
SC;421520;ROMELÂNDIA;0;14;9;53;1;5;0;12;5;0;14;17;
SC;420740;IMBUIA;7;12;3;73;0;13;0;115;0;0;0;0;
SC;420310;CAIBI;9;29;4;199;5;8;1;108;0;0;7;6;
SC;420519;ERMO;10;42;9;112;43;24;9;230;0;0;2;0;
SC;420005;ABDON BATISTA;0;5;3;30;0;0;0;0;0;0;0;0;
SC;420340;CAMPO BELO DO SUL;1;23;17;265;0;0;0;206;2;0;0;0;
SC;421000;LUIZ ALVES;5;34;3;123;52;10;3;122;0;0;15;25;
SC;420419;CHAPADÃO DO LAGEADO;1;0;0;0;0;0;0;32;0;0;0;0;
SC;420765;IPORÃ DO OESTE;16;50;22;414;72;4;6;324;4;0;8;0;
SC;421835;TREVISO;22;78;6;264;20;0;0;484;0;0;60;120;
SC;420555;FREI ROGÉRIO;1;21;1;50;9;3;1;43;0;0;0;7;
SC;420670;HERVAL D'OESTE;5;78;23;285;10;5;6;185;0;0;3;4;
SC;420915;JOSÉ BOITEUX;6;12;0;38;0;0;0;112;0;0;0;0;
SC;421125;MORRO GRANDE;6;3;0;4;0;0;0;8;0;0;0;0;
SC;420950;LAURENTINO;9;26;20;55;21;0;3;92;0;0;0;0;
SC;421635;SÃO JOÃO DO ITAPERIÚ;1;49;1;107;4;8;3;81;0;7;27;34;
SC;421227;PASSOS MAIA;0;0;4;0;0;2;8;80;0;0;0;0;
SC;420150;ARMAZÉM;0;5;2;20;0;0;1;23;0;0;0;0;
SC;420960;LAURO MULLER;1;60;12;154;39;13;0;194;0;1;11;62;
SC;421050;MARAVILHA;90;80;29;425;36;39;28;238;2;0;74;76;
SC;420775;IRACEMINHA;2;7;13;43;0;1;1;27;0;0;19;0;
SC;420285;BRAÇO DO TROMBUDO;0;8;2;78;4;0;2;40;0;0;0;0;
SC;421070;MATOS COSTA;1;22;4;48;1;1;3;65;0;0;0;8;
SC;421825;TIMBÓ GRANDE;3;22;10;78;7;1;0;88;0;0;0;0;
SC;420710;ILHOTA;6;35;5;77;56;5;1;165;0;0;2;6;
SC;421650;SÃO JOAQUIM;20;63;16;230;29;5;4;100;2;0;3;6;
SC;421575;SÃO BERNARDINO;0;27;2;143;113;0;0;13;0;0;0;0;
SC;420215;BELMONTE;0;20;7;55;0;2;0;4;0;0;0;0;
SC;421690;SÃO LOURENÇO DO OESTE;28;101;24;422;38;32;4;221;0;5;5;60;
SC;421560;SANTA ROSA DE LIMA;1;2;0;12;15;8;0;54;0;0;0;0;
SC;421880;TURVO;0;0;0;0;0;0;0;0;0;0;0;1;
SC;420820;ITAJAÍ;85;1.160;118;2.736;513;202;57;1.642;2;32;707;1.043;
SC;420370;CANELINHA;4;33;12;89;2;1;0;55;0;2;4;7;
SC;420590;GASPAR;4;4;16;0;2;22;4;130;0;0;4;22;
SC;421740;SCHROEDER;24;68;7;191;17;1;6;185;0;0;7;2;
