MS/SAPS/Departamento de Saúde da Família ­ DESF 
Dados sujeitos à alteração 
---Descrição dos Filtros Utilizados---
Competência: NOV/2017.
Estado: SC.
Tipo de Produção: Atendimento Individual.
"Tipo de Atendimento: Cons. agen. prog/cuid. cont., Consulta agendada, Dem. esp. esc. inicial/orient., Dem. esp. consulta no dia, Dem. esp. atendimento urgência."
"Probl/ Condição Avaliada: Asma, Diabetes, DPOC, Hipertensão arterial, Obesidade, Tabagismo, Usuário de álcool, Saúde mental, D.Transmissíveis - Hanseníase, D.Transmissíveis - Tuberculose, Rast. câncer de mama, Rast. câncer do colo do útero."


Uf;Ibge;Municipio;Asma;Diabetes;DPOC;Hipertensão arterial;Obesidade;Tabagismo;Usuário de álcool;Saúde mental;D.Transmissíveis - Hanseníase;D.Transmissíveis - Tuberculose;Rast. câncer de mama;Rast. câncer do colo do útero;
SC;420800;ITÁ;27;87;10;327;52;19;10;150;0;0;91;100;
SC;420270;BOTUVERÁ;2;22;3;32;12;0;0;86;0;0;0;26;
SC;421720;SÃO MIGUEL DO OESTE;22;113;28;290;56;14;5;528;1;1;89;113;
SC;421260;PERITIBA;1;6;1;4;1;4;0;62;0;0;0;0;
SC;421820;TIMBÓ;49;264;38;808;84;36;5;1.140;0;0;115;148;
SC;420945;LAJEADO GRANDE;2;23;5;119;42;6;1;77;0;0;1;12;
SC;420543;FORMOSA DO SUL;1;16;3;51;1;0;1;129;0;0;0;0;
SC;420127;ARABUTÃ;0;18;7;43;16;3;2;156;0;0;7;4;
SC;420675;IBIAM;0;0;0;0;0;0;0;0;0;0;0;35;
SC;421590;SÃO BONIFÁCIO;0;0;0;3;0;0;0;5;0;0;0;0;
SC;421090;MODELO;10;50;2;123;3;0;0;250;0;0;69;69;
SC;421917;VARGEM BONITA;0;29;0;76;42;16;0;241;0;0;17;19;
SC;420210;BARRA VELHA;15;160;7;330;22;13;5;213;0;3;66;114;
SC;420125;APIÚNA;2;24;4;44;8;6;1;6;0;0;1;0;
SC;421950;XANXERÊ;17;115;19;321;85;22;12;871;0;2;82;170;
SC;421505;RIO RUFINO;0;0;0;1;0;0;0;1;0;0;0;1;
SC;421600;SÃO CARLOS;7;25;6;107;0;0;0;83;0;0;1;40;
SC;421540;SALTO VELOSO;2;19;3;33;1;0;1;70;0;0;0;0;
SC;421420;QUILOMBO;18;80;14;185;83;44;13;279;0;0;28;68;
SC;421185;OURO VERDE;11;46;2;108;37;8;1;45;0;0;75;116;
SC;420100;ANITA GARIBALDI;15;20;2;41;8;0;0;64;0;0;0;0;
SC;420580;GARUVA;6;91;6;194;60;26;3;63;0;1;2;7;
SC;420350;CAMPO ERÊ;5;41;9;155;46;14;0;277;0;0;25;37;
SC;420740;IMBUIA;3;22;0;136;8;13;0;229;0;0;0;0;
SC;420519;ERMO;34;24;1;97;25;2;2;66;0;0;16;1;
SC;420310;CAIBI;11;98;6;385;69;12;6;267;0;0;0;0;
SC;421220;PAPANDUVA;19;126;11;448;23;9;6;181;0;1;8;6;
SC;421520;ROMELÂNDIA;4;4;4;27;0;4;2;79;0;0;0;0;
SC;420005;ABDON BATISTA;0;5;1;10;0;0;0;45;0;0;0;0;
SC;421000;LUIZ ALVES;2;23;2;132;11;5;1;139;2;2;19;34;
SC;420419;CHAPADÃO DO LAGEADO;0;0;0;0;1;5;0;65;0;0;0;0;
SC;420340;CAMPO BELO DO SUL;4;13;7;17;3;2;2;57;0;0;1;0;
SC;421300;PINHEIRO PRETO;1;92;17;307;64;27;5;288;0;6;4;17;
SC;421835;TREVISO;3;91;8;302;226;19;11;200;0;0;59;116;
SC;420765;IPORÃ DO OESTE;15;38;3;174;44;1;4;101;0;2;0;4;
SC;421180;OURO;1;3;1;16;1;0;0;12;0;0;0;0;
SC;420950;LAURENTINO;8;23;22;45;37;0;3;395;0;0;0;0;
SC;421125;MORRO GRANDE;0;10;1;40;0;0;0;241;0;0;7;1;
SC;420555;FREI ROGÉRIO;0;2;2;23;0;2;1;35;0;0;0;13;
SC;420670;HERVAL D'OESTE;8;65;12;177;6;10;11;227;0;0;6;9;
SC;420915;JOSÉ BOITEUX;1;16;1;25;11;3;0;7;0;0;0;0;
SC;420960;LAURO MULLER;25;293;21;567;11;4;6;905;0;22;179;405;
SC;421050;MARAVILHA;110;245;99;706;77;70;18;464;4;1;123;144;
SC;421635;SÃO JOÃO DO ITAPERIÚ;1;33;0;63;0;11;0;57;0;0;26;42;
SC;421227;PASSOS MAIA;4;45;10;168;29;22;5;365;0;0;15;50;
SC;420150;ARMAZÉM;2;7;0;6;3;0;0;23;0;0;0;0;
SC;420285;BRAÇO DO TROMBUDO;4;37;17;125;79;19;2;125;0;1;0;0;
SC;420775;IRACEMINHA;2;13;3;36;3;6;2;105;0;0;4;0;
SC;421825;TIMBÓ GRANDE;5;21;3;76;10;1;0;83;0;0;1;0;
