MS/SAPS/Departamento de Saúde da Família ­ DESF 
Dados sujeitos à alteração 
---Descrição dos Filtros Utilizados---
Competência: JAN/2020.
Estado: SC.
Tipo de Produção: Atendimento Individual.
"Tipo de Atendimento: Cons. agen. prog/cuid. cont., Consulta agendada, Dem. esp. esc. inicial/orient., Dem. esp. consulta no dia, Dem. esp. atendimento urgência."
"Probl/ Condição Avaliada: Asma, Diabetes, DPOC, Hipertensão arterial, Obesidade, Tabagismo, Usuário de álcool, Saúde mental, D.Transmissíveis - Hanseníase, D.Transmissíveis - Tuberculose, Rast. câncer de mama, Rast. câncer do colo do útero."


Uf;Ibge;Municipio;Asma;Diabetes;DPOC;Hipertensão arterial;Obesidade;Tabagismo;Usuário de álcool;Saúde mental;D.Transmissíveis - Hanseníase;D.Transmissíveis - Tuberculose;Rast. câncer de mama;Rast. câncer do colo do útero;
SC;421720;SÃO MIGUEL DO OESTE;35;103;31;318;120;40;20;628;0;0;33;18;
SC;420800;ITÁ;6;33;5;97;15;7;11;143;0;0;7;0;
SC;421260;PERITIBA;0;11;0;13;28;2;2;62;0;0;3;2;
SC;420270;BOTUVERÁ;4;7;5;22;1;0;1;60;0;0;0;13;
SC;421820;TIMBÓ;22;102;13;225;44;12;6;529;0;0;53;109;
SC;420945;LAJEADO GRANDE;2;0;1;6;1;0;0;52;0;0;0;0;
SC;421590;SÃO BONIFÁCIO;3;17;3;33;7;0;0;254;0;0;0;0;
SC;420127;ARABUTÃ;0;5;1;12;3;0;0;59;0;0;6;2;
SC;420543;FORMOSA DO SUL;4;74;6;270;47;5;2;163;4;0;7;2;
SC;420675;IBIAM;0;6;1;12;0;1;2;82;0;0;4;2;
SC;420210;BARRA VELHA;30;230;10;471;22;9;8;311;0;1;87;106;
SC;420125;APIÚNA;6;53;7;100;24;5;2;125;0;0;0;0;
SC;421090;MODELO;2;16;3;25;34;1;4;46;1;0;1;10;
SC;421950;XANXERÊ;37;335;31;673;117;31;21;1.623;0;1;100;162;
SC;421917;VARGEM BONITA;0;32;6;75;15;0;0;32;0;0;0;0;
SC;421505;RIO RUFINO;0;0;0;0;0;0;0;4;0;0;0;0;
SC;421600;SÃO CARLOS;1;34;8;195;1;0;2;112;0;0;0;17;
SC;421540;SALTO VELOSO;1;20;3;43;10;0;0;122;0;0;1;0;
SC;421420;QUILOMBO;28;172;9;679;65;50;9;505;2;0;126;99;
SC;420100;ANITA GARIBALDI;0;14;0;30;1;0;0;4;0;0;0;0;
SC;420580;GARUVA;0;14;1;13;2;1;0;27;0;6;5;42;
SC;421185;OURO VERDE;2;7;5;46;6;1;0;14;0;0;2;0;
SC;421520;ROMELÂNDIA;3;24;4;41;14;2;10;82;0;0;0;5;
SC;421220;PAPANDUVA;11;35;7;120;28;5;3;69;0;0;4;3;
SC;420310;CAIBI;4;61;0;194;18;14;8;144;0;0;5;5;
SC;420350;CAMPO ERÊ;3;26;4;48;23;1;1;79;0;0;11;3;
SC;420740;IMBUIA;0;12;0;5;0;5;0;57;0;0;1;0;
SC;420519;ERMO;1;8;0;9;0;0;0;8;0;0;1;13;
SC;420340;CAMPO BELO DO SUL;9;34;4;58;0;0;3;82;0;0;1;4;
SC;421000;LUIZ ALVES;4;82;5;196;40;5;5;159;1;3;9;58;
SC;420765;IPORÃ DO OESTE;1;29;2;76;14;0;3;111;0;0;1;0;
SC;421300;PINHEIRO PRETO;2;5;6;17;13;1;2;89;0;0;0;7;
SC;421180;OURO;3;21;4;43;7;0;0;72;0;0;0;0;
SC;421835;TREVISO;0;2;0;19;3;0;0;2;0;0;1;0;
SC;420950;LAURENTINO;4;60;26;87;6;1;7;475;0;1;1;0;
SC;420670;HERVAL D'OESTE;16;129;21;191;32;9;14;338;0;0;10;58;
SC;420915;JOSÉ BOITEUX;4;2;2;11;0;3;0;26;0;0;0;0;
SC;421125;MORRO GRANDE;0;2;1;13;12;0;1;51;0;0;1;0;
SC;420555;FREI ROGÉRIO;1;0;0;0;0;0;0;1;0;0;0;0;
SC;421050;MARAVILHA;11;77;8;99;88;3;2;249;0;0;0;0;
SC;420960;LAURO MULLER;21;120;12;218;10;10;10;427;0;4;27;75;
SC;420150;ARMAZÉM;2;21;1;39;7;3;0;34;0;0;0;0;
SC;421227;PASSOS MAIA;0;5;0;24;39;0;1;94;0;0;6;7;
SC;421635;SÃO JOÃO DO ITAPERIÚ;0;5;0;13;1;0;0;24;0;0;0;0;
SC;420775;IRACEMINHA;7;29;1;77;17;4;7;122;0;0;0;1;
SC;420285;BRAÇO DO TROMBUDO;1;36;10;121;64;16;4;152;0;0;0;0;
SC;421825;TIMBÓ GRANDE;2;11;1;29;4;7;0;46;0;0;0;1;
SC;421070;MATOS COSTA;0;0;0;0;1;0;0;0;0;0;0;0;
SC;420710;ILHOTA;2;51;3;123;4;4;1;211;0;0;1;25;
SC;421650;SÃO JOAQUIM;20;92;13;251;7;6;15;251;1;0;5;0;
SC;421690;SÃO LOURENÇO DO OESTE;3;96;0;87;54;0;0;273;0;0;3;12;
SC;421560;SANTA ROSA DE LIMA;0;4;1;1;13;1;2;17;0;0;0;0;
SC;420215;BELMONTE;3;8;3;15;4;2;1;21;1;0;0;18;
SC;421880;TURVO;10;26;1;26;6;2;1;140;0;0;0;2;
SC;421575;SÃO BERNARDINO;0;13;1;34;25;0;0;12;0;0;0;0;
SC;420515;DOUTOR PEDRINHO;0;6;2;16;0;0;3;4;0;0;0;0;
