MS/SAPS/Departamento de Saúde da Família ­ DESF 
Dados sujeitos à alteração 
---Descrição dos Filtros Utilizados---
Competência: DEZ/2018.
Estado: SC.
Tipo de Produção: Atendimento Individual.
"Tipo de Atendimento: Cons. agen. prog/cuid. cont., Consulta agendada, Dem. esp. esc. inicial/orient., Dem. esp. consulta no dia, Dem. esp. atendimento urgência."
"Probl/ Condição Avaliada: Asma, Diabetes, DPOC, Hipertensão arterial, Obesidade, Tabagismo, Usuário de álcool, Saúde mental, D.Transmissíveis - Hanseníase, D.Transmissíveis - Tuberculose, Rast. câncer de mama, Rast. câncer do colo do útero."


Uf;Ibge;Municipio;Asma;Diabetes;DPOC;Hipertensão arterial;Obesidade;Tabagismo;Usuário de álcool;Saúde mental;D.Transmissíveis - Hanseníase;D.Transmissíveis - Tuberculose;Rast. câncer de mama;Rast. câncer do colo do útero;
SC;420670;HERVAL D'OESTE;5;68;15;170;6;3;8;130;0;0;2;11;
SC;420915;JOSÉ BOITEUX;0;6;0;6;11;0;0;9;0;0;0;0;
SC;420555;FREI ROGÉRIO;1;1;0;7;0;0;0;14;0;0;0;6;
SC;420960;LAURO MULLER;8;57;5;107;4;3;1;172;0;0;33;52;
SC;421050;MARAVILHA;5;62;35;131;67;4;3;96;0;1;8;26;
SC;421635;SÃO JOÃO DO ITAPERIÚ;1;6;0;28;1;0;0;55;0;0;2;19;
SC;420150;ARMAZÉM;2;13;2;9;2;2;0;9;0;0;0;0;
SC;421227;PASSOS MAIA;2;14;2;65;23;2;0;23;0;0;9;10;
SC;420775;IRACEMINHA;1;17;2;12;2;0;1;48;0;0;0;0;
SC;421070;MATOS COSTA;0;8;0;6;0;2;0;3;0;0;0;2;
SC;421825;TIMBÓ GRANDE;0;1;0;6;1;1;1;35;0;0;0;0;
SC;421650;SÃO JOAQUIM;18;64;12;137;5;1;0;121;1;0;2;2;
SC;420710;ILHOTA;4;45;3;92;5;2;1;222;0;8;1;12;
SC;420515;DOUTOR PEDRINHO;1;27;2;57;14;5;4;205;0;0;0;0;
SC;421690;SÃO LOURENÇO DO OESTE;7;48;3;137;45;7;1;292;0;0;4;40;
SC;421575;SÃO BERNARDINO;0;14;1;38;20;3;2;22;0;0;0;0;
SC;420215;BELMONTE;1;1;0;0;0;0;0;20;0;0;0;0;
SC;421880;TURVO;2;28;0;45;4;0;2;176;0;0;0;3;
SC;421560;SANTA ROSA DE LIMA;0;2;0;8;5;1;0;15;0;0;0;0;
SC;421140;NOVA ERECHIM;5;67;1;70;28;2;1;71;0;0;0;2;
SC;420590;GASPAR;13;78;7;137;46;9;1;117;1;0;3;9;
SC;421740;SCHROEDER;42;38;13;113;59;16;7;356;0;0;8;6;
SC;420455;CORREIA PINTO;1;11;0;17;5;4;0;37;0;0;0;0;
SC;421470;RIO DOS CEDROS;4;17;2;68;40;10;4;32;0;0;1;0;
SC;420820;ITAJAÍ;1;6;0;11;2;1;0;12;0;0;1;0;
