MS/SAPS/Departamento de Saúde da Família ­ DESF 
Dados sujeitos à alteração 
---Descrição dos Filtros Utilizados---
Competência: JUN/2017.
Estado: SC.
Tipo de Produção: Atendimento Individual.
"Tipo de Atendimento: Cons. agen. prog/cuid. cont., Consulta agendada, Dem. esp. esc. inicial/orient., Dem. esp. consulta no dia, Dem. esp. atendimento urgência."
"Probl/ Condição Avaliada: Asma, Diabetes, DPOC, Hipertensão arterial, Obesidade, Tabagismo, Usuário de álcool, Saúde mental, D.Transmissíveis - Hanseníase, D.Transmissíveis - Tuberculose, Rast. câncer de mama, Rast. câncer do colo do útero."


Uf;Ibge;Municipio;Asma;Diabetes;DPOC;Hipertensão arterial;Obesidade;Tabagismo;Usuário de álcool;Saúde mental;D.Transmissíveis - Hanseníase;D.Transmissíveis - Tuberculose;Rast. câncer de mama;Rast. câncer do colo do útero;
SC;420670;HERVAL D'OESTE;11;109;15;248;18;4;6;199;0;0;1;6;
SC;420555;FREI ROGÉRIO;3;13;3;44;1;12;3;45;0;0;0;16;
SC;420950;LAURENTINO;4;23;17;35;3;0;4;267;0;0;0;0;
SC;421125;MORRO GRANDE;1;6;1;9;0;1;0;176;0;0;10;0;
SC;420915;JOSÉ BOITEUX;0;2;0;0;10;0;0;0;0;0;0;0;
SC;421050;MARAVILHA;35;65;17;364;40;6;6;103;0;3;12;13;
SC;421635;SÃO JOÃO DO ITAPERIÚ;1;40;0;68;4;5;0;123;0;1;15;24;
SC;420960;LAURO MULLER;16;122;12;211;32;19;6;428;0;4;24;37;
SC;421227;PASSOS MAIA;0;4;5;18;11;1;0;39;0;0;3;4;
SC;420150;ARMAZÉM;0;1;0;3;0;0;0;0;0;0;0;0;
SC;420285;BRAÇO DO TROMBUDO;1;7;0;22;4;2;0;26;0;0;0;0;
SC;420775;IRACEMINHA;10;13;6;30;2;1;5;57;0;0;0;0;
SC;421825;TIMBÓ GRANDE;11;18;1;33;24;3;0;57;0;0;0;4;
SC;421070;MATOS COSTA;3;6;3;25;2;0;2;21;0;0;0;4;
SC;421650;SÃO JOAQUIM;14;46;28;164;7;2;5;115;1;1;1;3;
SC;420710;ILHOTA;6;45;1;89;7;4;5;159;0;0;4;4;
SC;421690;SÃO LOURENÇO DO OESTE;4;46;6;130;4;11;3;106;0;0;5;71;
SC;421575;SÃO BERNARDINO;7;11;1;36;19;0;0;26;0;0;0;0;
SC;421560;SANTA ROSA DE LIMA;0;3;1;5;9;0;0;42;0;0;0;9;
SC;420215;BELMONTE;0;16;8;26;1;1;0;37;0;0;0;0;
SC;421880;TURVO;4;21;4;66;6;10;3;64;0;0;0;8;
SC;420515;DOUTOR PEDRINHO;1;8;1;70;26;11;1;3;0;0;0;0;
SC;420820;ITAJAÍ;106;917;76;1.950;397;140;47;1.573;1;29;626;907;
SC;420370;CANELINHA;3;32;7;86;7;18;1;52;0;9;0;0;
SC;421550;SANTA CECÍLIA;4;32;2;123;0;2;0;108;0;0;0;0;
SC;421470;RIO DOS CEDROS;1;61;7;155;10;5;0;75;0;4;91;84;
SC;420455;CORREIA PINTO;9;89;7;244;50;13;2;185;0;0;20;6;
SC;420590;GASPAR;23;127;3;297;45;21;4;156;0;0;0;4;
SC;421740;SCHROEDER;30;86;8;219;38;15;5;277;0;2;11;13;
SC;421140;NOVA ERECHIM;8;49;5;94;17;5;1;117;0;0;1;0;
SC;420630;GUABIRUBA;9;83;11;284;53;32;5;246;0;3;35;33;
SC;421555;SANTA HELENA;1;26;9;63;16;0;0;105;0;0;13;16;
SC;421885;UNIÃO DO OESTE;0;4;5;6;21;0;1;40;0;0;0;32;
SC;420620;GRAVATAL;1;6;0;5;0;0;0;14;0;0;2;0;
SC;420195;BALNEÁRIO ARROIO DO SILVA;1;5;1;12;2;4;2;29;0;0;2;3;
SC;421568;SANTA TEREZINHA DO PROGRESSO;3;16;2;38;13;18;3;66;0;0;52;7;
SC;420020;AGROLÂNDIA;14;62;22;213;21;5;5;360;0;0;2;1;
SC;420940;LAGUNA;9;156;9;233;24;6;9;207;0;0;6;34;
SC;420510;DONA EMMA;5;15;5;48;15;8;2;61;0;0;0;0;
SC;420810;ITAIÓPOLIS;19;68;10;233;26;5;4;328;0;0;1;0;
SC;421480;RIO DO SUL;51;178;13;327;68;17;5;446;0;0;29;23;
SC;420300;CAÇADOR;27;236;36;828;111;38;5;397;0;0;79;134;
SC;420315;CALMON;22;5;1;62;25;5;2;15;0;0;0;0;
SC;420517;ENTRE RIOS;5;19;6;35;2;4;1;39;0;0;0;0;
SC;421670;SÃO JOSÉ DO CEDRO;8;43;7;139;63;3;5;333;1;0;25;115;
SC;421620;SÃO FRANCISCO DO SUL;8;135;5;352;7;5;2;283;0;0;0;30;
SC;421875;TUNÁPOLIS;22;47;15;132;54;3;0;205;3;0;0;0;
SC;421535;SALTINHO;2;7;12;19;9;15;3;58;1;0;0;0;
SC;420895;JARDINÓPOLIS;1;1;0;4;18;0;1;61;0;0;0;0;
SC;421860;TROMBUDO CENTRAL;2;52;15;138;66;12;7;393;0;2;24;90;
SC;420260;BOM RETIRO;2;55;3;114;2;1;2;102;0;0;0;0;
SC;421940;WITMARSUM;0;17;3;31;3;1;3;166;0;0;0;0;
SC;420660;GUARUJÁ DO SUL;5;6;4;34;22;0;0;28;0;0;7;6;
SC;421410;PRESIDENTE NEREU;0;0;0;0;0;0;0;66;0;0;0;0;
SC;421605;SÃO CRISTOVÃO DO SUL;0;2;0;0;0;0;0;0;0;0;1;0;
SC;421580;SÃO BENTO DO SUL;41;500;62;1.158;53;26;15;287;0;5;22;148;
SC;421660;SÃO JOSÉ;198;771;90;1.622;185;77;29;1.375;1;4;48;173;
SC;421755;SERRA ALTA;6;34;6;51;6;6;1;40;0;0;0;0;
SC;420550;FRAIBURGO;50;308;63;522;105;48;8;658;0;2;51;80;
SC;421770;SOMBRIO;17;71;14;138;10;5;1;248;0;0;11;11;
SC;421380;PRAIA GRANDE;6;16;2;29;1;0;0;78;0;0;12;5;
SC;421250;PENHA;16;98;0;170;9;2;0;104;0;0;4;4;
SC;420325;CAPÃO ALTO;2;1;1;14;0;0;0;8;0;0;0;0;
SC;421280;BALNEÁRIO PIÇARRAS;2;45;2;72;5;7;0;69;0;1;0;0;
SC;420560;GALVÃO;0;0;0;0;4;1;0;80;0;0;0;0;
SC;420985;LINDÓIA DO SUL;0;2;1;8;4;0;0;38;0;0;0;0;
SC;420665;GUATAMBÚ;0;5;3;14;0;0;2;53;0;0;0;0;
SC;421130;NAVEGANTES;20;145;20;452;12;4;2;426;68;0;6;122;
SC;421080;MELEIRO;22;28;10;65;47;7;0;122;0;1;32;50;
SC;421530;SALETE;8;67;7;239;99;17;4;114;0;0;55;141;
